Category,Product Name,Customer Rating,Sentiment,Emotion,text
Kids and Baby Fashion,Tas Sekolah Anak Laki Laki Sd Smp Gr RW402 Backpack Sekolah - Hijau,5,Positive,Happy,makasih ka barang ok
Toys and Hobbies,Avenger Iron Man Smart Dance Robot Super Hero No.LD155A,1,Negative,Fear,Kecewa robot nya lemot kyaxnya ini yg kw ny  ga lagi dah blanja disini
Gaming,PS2 HDD 120GB FAT Sony Asli Full Games + 2 Stik - MESIN AJA,5,Positive,Happy,"Packing bubble OK,, kualitas barang sesuai Harga.. Makasih Gan"
Kitchen,Philips Air Fryer HD9252/90 - Kapasitas 0.8kg / 4.1L,4,Positive,Happy,mudah dipakainya
Books,"Buku Anak, Buku Cerita Bergambar Seri Mengenal Hewan Bilingual Murah",3,Negative,Sadness,Buku sesuai dgn harganya.. colorfull dan harga ekonimis.. hanya sj ada buku yg bbrp halamannya kosong.. ????.. sprti yg buki zebra..hampir sebagian halaman kosong sis..sy beli 30 buah.. blm semua sy cek sis..
Women's Fashion,VONA Dompet Wanita Lipat Dua Panjang Bahan Kulit Sintetis - MOZA - Navy,5,Positive,Happy,Desainnya cantik ??. Potongannya rapi.
Women's Fashion,BA24 Dompet Pendek Wanita Original Baellery Stylish Wax Leather - red,1,Negative,Fear,"Barang ga sampai gara gara sicepat ngilangin barangnya, dan dana pengembalian belom masuk juga admin membantu tapi pas komplain selesai dan dananya ga masuk, ga dibales lagi chatnya"
Beauty,MAKE OVER Trivia Eye Shadow 6 g - Eye Shadow Palette - Indian Summer,1,Negative,Fear,Barang tidak sesuai pesanan ... Mohon pendataan barang lebih cermat lagi
Toys and Hobbies,SK-M6 Mainan Tenda Anak Terowongan 4 in 1 + Kolam + Ring Basket Mainan - TENDA 4IN1 MERA,1,Negative,Anger,"Jualan kok ngotottt, nggak laku toko nya bang?"
Body Care,L'Oreal Professionnel Serioxyl Denser Hair Serum Rambut Rontok,1,Negative,Fear,"Cukup sy yg di rugikan , krn brg yg dtg sy tdk vidio in , orderan sy ada 3 Yg dtg cuma 2, tp gift dpt 3 Brg uda mahal , di komplen pun gak bs"
Health,Imboost Kids Syrup Daya Tahan Tubuh - 120ml,1,Negative,Anger,botol pecah pakingnya zonk bgt
Books,Buku Filosofi Teras - Original,3,Positive,Love,"barang nya sampe dengan baik, tapi buku bukunya sangat mahal mungkin bisa di kurangin sedikit, saya suka banget dengan bukunya dan sepertinya saya aka beli buku lagi di sini terima kasih"
Mother and Baby,"MOOIMOM Casual Hipseat Carrier Gendongan Bayi - 3 - 36 Bulan, Abu-abu",5,Positive,Happy,Bahannya nyaman ?? Nyaman di punggung Packaging aman ?? Gampang dipakai Packaging rapi Bahannya fleksibel Penjualnya ramah banget Desain ergonomis Proses pesanan cepat
Animal Care,Makanan kucing - Bolt Repack 1kg - Bolt Ikan,1,Negative,Fear,"Order tgl 28 feb 22 baru diterima hari ini tgl 4 Mar 22, Diketerangan Estimasi diterima tgl 1-2 Maret 22, padahal sama sama jakarta, cukup sekali aja beli disini, kapok. NOT RECOMMENDED SELLER."
Automotive,Oli Aisin AFW VI Dextron 6 Auto Matic Transmisi FULLY SYNTHETIC 1 ltr,5,Negative,Sadness,barang tdk sesuai harus dtng 16 pc.sampai tempat cuma 4liter sangat kecewa
Sport,Manset Tangan Pria Wanita / Arm Sleeve / Manset Sepeda /Manset Hitam,3,Negative,Sadness,tipis bgt kyk stocking??
Kitchen,Lunch Box / Kotak Tempat Makan / BPA Free / FREE SENDOK GARPU 1300ML - 2C Maroon,2,Negative,Sadness,kurang puas
Mother and Baby,MOOIMOM Breathable Hipseat Carrier Gendongan Bayi - Navy Blue,5,Positive,Happy,mantap barangnya ??????
Party Supplies and Craft,lilin angka gold / Lilin Ultah emas / Lilin Angka ulang tahun gold - tiga,1,Negative,Fear,lilinnya kecil tdk.sesuai gambar. pdhl sy perlu angka 1 yg sesuai gambar. buat nemenin angka yg lainnya .
Movies and Music,Sustain Pedal Damper Piano Keyboard - WTB-005 - Black,2,Negative,Fear,gak bisa untuk semua merek keyboard
Movies and Music,Stand Book Lubang2 Alat Musik Untuk Partitur Kecil MUSIC STAND Lx049-5 - Hitam,1,Negative,Fear,"aftersalesnya parah. penjual ga baca chat dan ga bales lg, janji tinggal janji"
Electronics,CIJI QC 3.0 Smart Charger Quick Charge 4 USB port - Putih,2,Negative,Sadness,barang cepat panas dan rusak
Men's Fashion,kaos kaki tebal PDL Harpist tentara loreng army - brimob,5,Positive,Happy,"barang sesuai kualitasnya, pelayanan toko bagus dan responsif"
Women's Fashion,Daster Wanita Kekinian Adem - Warna Random,2,Negative,Fear,tidak sesuai
Sport,Manset Tangan Pria Wanita / Arm Sleeve / Manset Sepeda /Manset Hitam,5,Positive,Happy,barang telah sampai dengan packaging yg bagus
Toys and Hobbies,Kereta Thomas Mainan Thomas,1,Negative,Sadness,barang nya rusak
Phones and Tablets,Remax True wireless Stereo Earbuds TWS-21 - Putih,5,Positive,Happy,Barangnya original ??. Ada garansi resmi. Suaranya jernih. Koneksi bluetooth kuat. Nyaman dipakai lama. Material premium.
Camera,Kids camera Kamera Mini anak / camera anak / camera kids X2 - Merah Muda,4,Positive,Happy,"Kameranya berfungsi, untuk kualitas gambar tentunya sesuai harga ya, seperti kamera anak sejenis. Sayangnya kabelnya kotor sekali, seperti bekas, sudah coba dibersihkan juga tidak bisa."
Party Supplies and Craft,lilin tealight / lilin tungku aromaterapi / lilin pesta - type 303,5,Positive,Happy,"mantab, lilinya sesuai makasih ya"
Electronics,azdome dash camera 1080p dual camera with parking mode - M17Front,2,Negative,Sadness,"Kayaknya dapat yg baterai yg jelek atau drop .. males kirim balik, tp masih bisa digunakan, cuma setiap kali jalan harus setting tanggal dan jam mulu .. tombol charge juga warna merah gak pernah nyala"
Kids and Baby Fashion,"Masker ANAK ANAK 3 ply isi 50pcs kids 3-14thn face mask earloop - Putih Polos, Chasa Kid",4,Positive,Happy,"pengiriman cepat, barang sesuai"
Kitchen,Timbangan Digital 10kg Commercial Kitchen Scale Premium Quality - Silver,2,Negative,Sadness,baru dipakai 2 kali dah metong
Carpentry,Angle Grinder / Mesin Gerinda Tangan Orion - HG-954,1,Negative,Sadness,"Kecewa bgt, sudah packing nya kurang aman, expedisi juga asal-asalan. Produknya cacat, ada bekas baut nya udah dibuka padahal brg baru. Trus di body nya ada bekas lecet dan tombol power nya patah pula lagi????????"
Electronics,Lampu led strip RGB warna warni ip44 3528 komplit set adaptor remote,1,Negative,Anger,"Barang rusak, ga bisa nyala sama sekali. sebaiknya di coba dulu sebelum dikirim."
Gaming,Fantech REVOLVER GP12 Gaming Controller Gamepad Joystick USB,5,Positive,Love,"Barang sampai dengan aman walau pengiriman antar pulau. Review 3 hari pemakaian: kualitas yang ngagetin dengan range harga segini, apalagi saya beli saat diskon 43%. Tombolnya tinggi, tactile, analognya responsif dan sensitif, L-R3-nya clicky, trigger dan bumper enak dipencet, linear triggernya juga beneran fungsi, ga cuma embel-embel nama, rumble atau getarnya juga fitur tambahan yang bagus. build qualitynya terasa premium, ga kopong, dengan body yang doff finish jadi enak dipegang, kabelnya juga braided. Tapi layoutnya yang lumayan lebar, agak sulit buat yang tangannya kecil, dan D-pad-nya sayangnya juga bukan yang terbaik buat jempol lu kelamaan pake, karna pinggirannya yang tajem sama bentuknya yang salib jadi rada renggang di bagian serong, jempol lu bakal terasa sakit kalo terusan geser-geser mencet D-pad-nya, apalagi saya priNegativei yang pakai controller ini buat main game gelut. Walau gitu saya ga nyesel beli ini, untuk range harganya, kualitasnya tetep ngangetin, setara dengan controller konsol ori. Recommended product."
Muslim Fashion,HIJAB VOAL |VOAL ULTRAFINE | LUNA VOAL YOUTHSCARF (basic colour) - LV-DENIM,5,Positive,Happy,Bahannya adem. Jahitan rapi. Tidak menerawang. Mudah dibentuk. Warnanya cantik ??. Nyaman dipakai.
Food and Drink,Kripik Usus Ayam 1kg Super,1,Negative,Anger,"keripik ususnya rada bau bangkai, rasa asin banget. Saya 100% me review karena saya memang kecewa atas kualitas kripik usus yang bau menyengat. Harusnya anda menjadikannya bahan introspeksi bukannya malah menuduh saya kompetitor anda. Toko macem apa ini!!"
Sport,Speeds Door Chinning Bar / Pull UP bar Speeds / Iron Gym 013-4,1,Negative,Fear,sebelah tidak bisa diputar.
Sport,XM-L T6 Senter Kepala 3 Lampu LED New Brand Headlamp XML,1,Negative,Sadness,kecewa kaca lampu yang kecil nya ga ad satu.......
Computers and Laptops,Telkomsel Orbit Star 2,1,Negative,Sadness,Tidak sesuai
Food and Drink,Dendeng Sapi l Dendeng Sapi Manis 200 gram,1,Negative,Fear,Dendeng yg sy terima ada beberapa yang muncul jamur putih di dipermukaan dagingnya. Untuk rasa banyak sekali ketumbarnya sehingga waktu dimakan rasanya kasar sekali. Seller mohon diperhatikan kualitas produk sebelum dijual. Terima Kasih.
Electronics,4Connect Bluetooth Audio Receiver Dongle with MP3 Player and FM Radio,2,Negative,Sadness,"Suara noise seperti saat sedang mencari saluran radio dan agak meletup2 sangat mengganggu, padahal sedang berada pada mode bluetooth untuk mendengarkan musik. Bikin sakit telinga."
Sport,Grip Tenis Babolat My Overgrip My Grip Fun Tacky Tennis Original Murah - Hitam,1,Negative,Anger,Warna yg dipilih kuning knp dikasih yg hijau?
Carpentry,Angle Grinder / Mesin Gerinda Tangan Orion - HG-954,1,Negative,Fear,ngirim keluar daerah.....jangan pake kurir anteraja bosku......ke pelosok2 dia gk masuk....karna gk punya cabang didaerah kecil2
Books,Sejarah Dunia Yang Disembunyikan - Jonathan Black,2,Negative,Sadness,Terjemahannya nggak pas
Phones and Tablets,"Premium Quality Layar LCD iPhone 5 5G 5S & Touchscreen. Ori Original - Hitam, iPhone 10",2,Negative,Sadness,Sangat mengecewakan dan tidak profesional..niat membeli layar hp yg terkirim speaker i phone 6
Camera,Microphone Boya BY MM1 CardioId Shotgun mic DSLR / Handphone - MM1,3,Negative,Fear,"Saya melihat review produk ini , hasil suara kualitas di youtube , lumayan bagus. Tapi kenapa berbeda ya ketika beli barang nya. Noise nya masih terdengar meskipun pakai deadcat di indoor. Dan ga compatible juga sama splitter jack."
Household,Alat PEL Lantai Otomatis SAMONO Clear Mop Alat Pel Praktis SCM004,5,Positive,Love,"Ringan bgt, enak dipakainya dan batang pel nya kokoh. Ga nyangka harga semurah ini tp kualitasnya bagus bgt. Pel an nya bs mutar 360 derajat, bikin gampang ngepelnya, ga harus manuver belok2 bikin pegal"
Books,The Alchemist 25th Anniversary: A Fable About Following Your Dream,2,Negative,Sadness,ujung buku rusak.. padahal sudah mahal beli buku import
Other Products,Busa Filter Ukuran MILD,1,Negative,Sadness,Barang nya lama dikirimnya
Kitchen,CELEMEK MASAK APRON KATUN DRILL HARGA MURAH KUALITAS PRIMA - Putih,5,Positive,Happy,"celemeknya tebal dan warna sesuai pesanan. packingnya tebal berlapis-lapis, barang sampai tanpa rusak/basah. Di toko ini juga banyak variasi celemeknya, jadi bisa memilih sesuai kebutuhan. sukses selalu untuk seller."
Books,Buya Hamka,1,Negative,Fear,Buku yang saya pesan terdapat 16 halaman yang kosong. Bagaimana cara menukarkannya?
Sport,PREMIUM CELANA PENDEK LARI TRAINING GYM OLAHRAGA ZIPPER POCKET CASUAL - S21 BLACK M,5,Positive,Love,"Kualitas sangat bagus sekali, sama seperti di foto. Pengiriman juga sangat cepat. Mantap lah pokoknya.."
Kids and Baby Fashion,BAJU SETELAN ANAK LAKI-LAKI ASTRONOT UK 1-10 TAHUN - 3 TAHUN,3,Negative,Sadness,ternyata sablonnya tidak sesuai dengan gambar huhu
Party Supplies and Craft,CUSTOM FLAZZ BCA GEN 2 ATAU FLAZZ BCA GENERASI 2 SALDO 0 PRINT 1SISI - FLAZZ 2SISI,1,Negative,Sadness,Penjual kurang teliti memberi saran kpd Pembeli. Hasil embossed nama berwarna putih kontras sekali dan jelek perpaduannya. Minta Nomor diembose pun sdh tercatat tapi Penjual juga lalai mengkomentari shg hasilnya pun jg tdk diembosed. MENGECEWAKAN. Saya ga bisa ksh Foto krn ada Nama nya tercetak.
Health,"FiveCare Duckbill Mask 3ply, Masker Five Care Duck Bill 3 Ply ORIGINAL - Abu-abu",5,Positive,Happy,bagus suka udah 2 x pesen di sini ketagihan bahan Alus .
Automotive,BASEUS C1 MINI CAR VACUUM CLEANER PORTABLE PENGHISAP DEBU LAPTOP/MEJA - Hitam,1,Negative,Anger,Barang tidak dapat di operasikan .. sudah menghubungi customer service belom ada response
Computers and Laptops,ADAPTOR CHARGER MONITOR LCD LED TV LG merek LG 19V ORIGINAL,5,Positive,Happy,"Barang Bagus, pengemasan Aman, dapat Berfungsi dengan Baik"
Animal Care,Daily Disinfektan 5L cairan disinfektan siap pakai - Reguler,5,Positive,Happy,"Selalu puas belanja disini, udah ketiga kalinya beli disini. Pengiriman cepat, respon cepat."
Precious Metal,RM New 2 g,5,Positive,Happy,"mantab, pelayanan cepat dan barang original"
Health,10ml Lemongrass Essential Oil | Minyak Sereh Dapur 100% Murni,4,Positive,Happy,"Penjual koperatif, pengiriman lmyn cpt, bau ny harum seperti di hotel"
Food and Drink,DIMSUM SEHAT DAN HALAL,2,Negative,Anger,"Pelayanan yg sangat buruk. Saya pesan dengan menggunakan grab instan jam 10 pagi, baru di antar sekitar jam 1/2 5 sore. Beberapa kali chat, lama sekali respons nya. Sangat tdk profesional melayani konsumen"
Toys and Hobbies,"500 butir bola gotri 8mm ketapel bola besi - 8mm, 500 butir",5,Positive,Happy,"barang sesuai, bagus dan cepat sampai"
Animal Care,Makanan kucing merk bolt kemasan repack 1kg - Donat 800gr,1,Negative,Anger,innalillahi.... gan klo jualan yg JUJUR.... agan jual 1 kg knp yg dateng yg 800gr ...gw apal bangt kantong 800gr sama 1 kg ... dah sering beli .... 200gr ya tagih di AKHERAT yaa gan .... makanan kucing aja paki bohong jualan nya... nauzubillah.... terakhir gw belanja di toko ini ... ngga BERKAH loo gan rizki nya dg cara nipu kaya gini... biar diterkam kucing2 loo nnti di AKHERAT nya....
Toys and Hobbies,Jumping Pirates Roulette Family Game,5,Positive,Love,bagus banget mainan nya anak2 aku suka
Food and Drink,Pie Susu Dhian Bali,1,Negative,Fear,ini tidak dikirim satupun. dan tidak ada chat apapun dari penjual. sudah dikomplain entah kenapa bisa selesai begitu saja. mengecewakan. padahal anak saya suka sekali ini dan menunggu dateng ternyata ga dikirim
Health,FLIMTY FIBER 2 BOX PELANGSING FREE ONGKIR SLIMMING - Blackcurrant,5,Positive,Happy,kesekian kalinya pesen ini produk..sangat bagus untuk membantu proses diet..dan pengiriman sangat cepat.
Sport,BAM Pengeras Aroma Tawar 100Gram,1,Negative,Anger,KURIR JNE ******** ******
Household,COOGER Rak Jemuran Stainless Steel 4 Susun Rak Pengering Serbaguna,2,Negative,Anger,Rangka besi sangat tipis dan lemah. Tertulis bahwa berat maksimum yang dapat ditopang adalah 40kg. Tapi belum sampai 10kg saja sudah ambruk karena keberatan.
Sport,BAM Pengeras Aroma Tawar 100Gram,1,Negative,Sadness,"tidak sesuai dg yg saya mau, minta bam pengeras dikasih bam jagung???? tuh fotony kecewaaaaaaaaaa"
Computers and Laptops,RAM KINGSTON HYPERX FURY DDR4 8GB 2666MHz 21300 GAMING RAM PC DDR4 8GB,5,Positive,Love,"Respon cepat, barang original terbaik recomended packing baik. Sukses selalu ya"
Men's Fashion,Celana Pendek Surfing Boxer Pantai/ Celana Tidur Pria - RANDOM,5,Positive,Happy,"seller fast respon , barang cepat sampai,packing rapi, barang sdh dicoba sesuai order, nyaman dipake. makasih NoWway????"
Camera,Baterai abc ALKALINE - AA / A2 - isi 6 pcs,5,Positive,Happy,Bebas bahan kimia Proses cepat Hemat listrik ? Boros listrik Bisa muat banyak Gampang dibawa-bawa Bahan kokoh Gampang dipakai Penjualnya ramah banget Proses pesanan cepat Packaging aman ?? Packaging rapi Respon penjualnya top
Sport,5-60kg Adjustable Handgrip Hand Grip Alat Fitness Olahraga Otot Tangan,5,Positive,Happy,seluruh barang diterima dalam keadaan baik dan sesuai deskripsi. terima kasih.
Tour and Travel,South Korea Simcard korea selatan sim card kartu data internet Seoul,5,Positive,Happy,Berfungsi dengan baik di korea
Party Supplies and Craft,Lem Balon / Perekat Balon / Ballon Glue,5,Positive,Love,"Pakai Lem ini hati�. Pastikan penataannya balon sebelum dipasang, kalau nda ga bisa dicabut. bisa dicabut tp resiko pecah. MANTUL tingkat kerekatannya..."
Food and Drink,Pie Susu Dhian Bali,1,Negative,Sadness,pesanan sy tidak sampai ke rumah sy sesuai alamatnya.
Party Supplies and Craft,box clover segi 4 / kotak kado hadiah gift makanan cd bingkisan,2,Negative,Anger,Pengiriman lama dan tidak ada cara perakitan box yang susah.
Animal Care,Paw Underpad Pee Pad Toilet Training Anjing 60x90 isi 10 Lembar,1,Negative,Fear,Ini barang keterlaluan sih bilang ukuran 60x90 tp sunat bahannya keterlaluan banget. Terlihat di foto underpad saya yg lama merk lain jauh lbh besar dan lbh tebel. Bkn masalah harga cuman 50rb an tp kesel aja liat penjual kasih spek tp jauh banget dari ukuran sebenernya. Kapok deh ga bakal beli merek ini lagi. Terima kasih
Kids and Baby Fashion,"Legging Stripe Anak Perempuan 7 - 13 Th / Leging Strip / Lejing Polos - Hitam, polos",4,Negative,Fear,warna pinknya tdk sesuai????
Women's Fashion,Masker strap / Tali Masker / Aksesoris masker Korea - type Banding - 3.Red,5,Positive,Happy,Pembelian yg kesekian kali disini ????
Office & Stationery,Whiteboard gantung 90 x 120 cm,5,Positive,Happy,Barangnya bagus sesuai deskripsi ????????????
Movies and Music,Clip On Mic Bando untuk Youtuber mc dll,5,Positive,Happy,barang bagus
Computers and Laptops,Mouse Gaming/ Gaming Mouse Terlaris HP M160 - USB 1000DPI RGB 3 Button - Putih,1,Negative,Fear,"RGB mati dari awal datang , penjual gak respon, barang gak lulus qc sepertinya yg dijual. hati hati kalau beli ????"
Party Supplies and Craft,box clover segi 4 / kotak kado hadiah gift makanan cd bingkisan,5,Positive,Happy,"Bagus kotaknya, harga nya murah.. Pengiriman cepet..."
Household,POT BUNGA MOTIF TAWON PUTIH - 10,1,Negative,Sadness,Pesen yg besar sama yg kecil warna putih. Yg kecil warnanya kusem cenderung warna kuning kaya plastik murah. Beda ga kaya saya pertamakali pesen di sini. Terus tipis banget.
Kids and Baby Fashion,Celana Pendek Anak Laki Harian hawai 7-10 tahun Murah - RANDOM,2,Negative,Sadness,bahan agak panas dn warnanya ga cocok
Men's Fashion,Baseball cap : KAIRUI - Topi Baseball Topi Quick Dry Topi Olah Raga - BLACK,2,Negative,Anger,"Tampilan si ok banget tapi bahan tipis banget, masa baru dipake (pemakaian normal) dua minggu jahitannya udah sobek sendiri.."
Property,Jasa Duplikat Kartu Akses Apartemen/ Hotel - Polos,5,Positive,Happy,selalu puas...mantab
Health,Imboost Kids Syrup Daya Tahan Tubuh - 120ml,1,Negative,Fear,saran saja kepada pihak penjual untuk cek terlebih dahulu barang yg mau dikirim jangan barang yg gak sesuai dikirim...makan waktu saja..
Beauty,L'Oreal Paris Mascara Waterproof Lash Paradise Black,1,Negative,Anger,kw kirim brg bekas dan rusak serta tdk menerima komplain kapok bgt ga bkl lnja lg dsni
Computers and Laptops,RAM KINGSTON HYPERX FURY GAMING DDR3 8GB 1600MHz 12800 RAM PC DDR3 8GB,1,Negative,Anger,"salah beli gabisa dituker, pas di coba ternyata gabisa pas ditanya ini klaim garansi gimana yang bales malah bot. tai"
Electronics,Amazon Firestick Gen Terbaru 2020 (HD & 4K Fire TV Stick) Ori dari USA - Paket IPTV,5,Positive,Love,"Recommend banget beli disini, Respon cepet banget ga ada itungan menit, dikasih best price harga ok, mau tanya apapun di respon, sampe di kasih no WA, dan sabar banget tungguin semua sampe Ok, di call sampe 24 menit, jarang2 ketemu yg begini, thanks banget ya... PUAS BANGET DAN RECOMMEND BANGET"
Kitchen,ES Rak Serbaguna Rak Dapur Tingkat Rak Kantor Rak Susun Rak 5 Tingkat - Silver,2,Negative,Sadness,"Hmmmm barang kurang kokoh, tidak bisa utk menyimpan barang berat. Doyong. Kemahalan utk tingkat kekokohan seperti ini� sorry �"
Toys and Hobbies,POP IT MURAH RAINBOW UNICORN fidget push Pop Its Fidget Toy Push POPIT - UNICORN RAINBOW,5,Positive,Love,mantaaaaap sesuai dengan �g di gambar nya jujur dan amanah seler nya .ngak nyesel belanja di toko ini .pokok nya mantaaaaap deh
Gaming,Nitendo Ds i + R4 +mc 8gb 100games - Mc8GB 110 GAMES,2,Negative,Fear,"Tidak ada mc 8Gb seperti deskripsi iklan, di paket yg saya terima hanya ada R4 sama charger plus adapter micro sd tulisan happy box, mau komplen terlanjur klik terima barang. Dan komplen pun akan percuma karena mc barang kecil ujungnya saya yang disangka pura2 ga terima"
Camera,"lensa jepit / cliplens camera 3in1 ( fish eye , wide , macro ) untuk semua kamera hp bb , iphone , samsung , dll",1,Negative,Anger,"TOKO TERBODOH YANG PERNAH ADA! 1. Packing ancur, tidak di packing sama sekali barang rusak. 2. Pesanan tidak sesuai. 3. Tujuan saya membeli di toko bodoh ini adalah membeli USB mini Fan, sebelum order tanya apakah barang ini ready? Toko menjawab ready. Hasilnya paket sampe di rumah di selipin uang refund USB mini Fan tersebut. Klk barang KOSONG cancel aja Tolol. SAYA HARAP PARA CUSTOMER BERPIKIR BERKALI KALI UNTUK BELANJA DI TOKO TOLOL INI. Dari pada kecewa setelah membeli nya. Terimakasih."
Kids and Baby Fashion,V019 Tali Strap Kalung Rantai Masker Anak motif LUCU Unik - V019-Sun MIX,1,Negative,Anger,"pengiriman lama sekali, diconfirm tdk dibalas pdhal online. Negative service.."
Electronics,Bardi Smart Home WIFI Window & Door Sensor - no hub required,3,Positive,Happy,Di aplikasinya gak bisa kelihatan kalo pintu lagi ke buka atau enggak.Tapi automationnya lumayan lengkapnlah
Electronics,Set 2pcs LED Outdoor Solar Lampu Taman Tenaga Surya Waterproof IP65 - Putih,4,Positive,Happy,Barangnya original. Mutu terjamin SNI. Gampang dipakai. Hemat listrik. Modelnya keren. Hemat listrik
Movies and Music,Selang Pianika Yamaha,5,Positive,Happy,"trima kasih, respon cepat, barang sampai dgn selamat ??"
Kitchen,Onix Dispenser Galon Air Aqua Pompa Galon Automatic,5,Positive,Happy,barang sangat bagus ..............Kualitas Produk Bagus.
Toys and Hobbies,Mainan Anak CROCODILE DENTIST GAME / MAINAN GIGI BUAYA - GIGIT BUAYA,1,Negative,Sadness,Kualitas produk mengecewakan. Mulut buaya baru dibuka 2x sudah stuck dan tidak bisa dipakai lagi. Klaim bisa mengembalikan barang juga ternyata prosedurnya tidak mudah. Akhirnya cuma jadi sampah di rumah.
Electronics,LAMPU EMERGENCY 26SMD 8JAM USB DARURAT AOKI AK 7820 - Random,3,Negative,Sadness,Untuk sekelas official store ini paling kacau sih packingnya. Bener2 cuma plastik item tipis kualitas trash bag dilakban asal-asalan. Mending kalau ada tambah opsi bubble wrap.
Office & Stationery,SPIDOL ARTLINE PERMANENT MARKER EK-69 - Biru,5,Positive,Happy,"mantab spidolnya , jadi ngak hilang tulisan walau tulisannya di masukkan kulkas (plastik ASI)"
Women's Fashion,Daster Polos Ruffle / Daster remple Rayon - Mint,3,Negative,Sadness,barang asli nya tak seindah yg difoto:(
Books,THE THINGS YOU CAN SEE ONLY WHEN YOU SLOW DOWN,4,Positive,Happy,"Buku sampai dengan kondisi aman dan baik, pengemasan dan pengiriman lumayan lama"
Muslim Fashion,Pashmina Sabyan Diamond Kerudung Jilbab Pasmina Panjang - PS G.Bottle,5,Positive,Love,suka banget. makasih kak
Beauty,"MS Glow - 1 Box Masker Kosme Mask Fitmask Nano Silver Masker Kesehatan - Hitam, Stopper",5,Positive,Happy,Nyaman di kulit Proses pesanan cepat Packaging aman ?? Packaging rapi Respon penjualnya top
Tour and Travel,Pullman Ciawi Vimala Hills Resort and Spa Hotel,5,Positive,Love,order ke dua dan mantab
Electronics,Module KIT MP3 Player Bluetooth Lengkap 1 Set,4,Positive,Happy,"barang sesuai gambar, cuman perlu adaptor 12v lagi supaya bisa nyala. terima kasih juga buat kurirnya"
Muslim Fashion,Mukena Dewasa Traveling Raveena - Lavender,2,Negative,Sadness,Bawahannya ada bolong ?? pengen retur tapi sayang ongkirnya buat kirim balik ke tokonya jauh di tasikmalaya. Tolong sebelum kirim di cek dulu kualitasnya biar ga gini.
Camera,HOLDER PHONE STAND UNIVERSAL HOLDER HP STANDING HANDPHONE TRIPOD HOLD,5,Positive,Happy,"Kualitas bagus, pengirman cepat, dan pelayanan cukup baik. Terima kasih"
Carpentry,Kepala Portable Gas Torch Flame Gun Las Blow Torch Pematik Gas.,1,Negative,Anger,Barangnya gk berfungsi semestinya
Household,Bantal Alas Duduk Silikon Gel Empuk Kualitas Premium Perlengkapan Ruma - Hitam,2,Negative,Sadness,"review barang: kualitas bahannya cukup bagus, tapi gak empuk gmn jg sih, kalo duduk lama pantat pun masih terasa panas. review penjual: pesan sabtu siang, hr rabu dpnnya baru dikirim. pdhal butuh cepat buat yg lagi sakit ?? maaf ya gak bs kasih Bintang 5."
Office & Stationery,Kertas HVS A4 | 75 Grm | PaperOne,1,Negative,Fear,"Pengiriman tidak sesuai jadwal , pengiriman sangat lama tidak di proses proses , di anjurkan sangat kalau buru� jgn beli di toko ini pelayanan buruk , hanya cepat membalas chat saat mau beli , klau sudah beli boro� di bales , di read saja tidak"
Other Products,"FULL SET BAKO BERKUALITAS AA, ALAT SLOROK BIRU - MlllLL BIASA",5,Positive,Happy,"wae keren. alatnya berasa jadi pengrajin rokok. matap seler ramah pros�s cepat , pengiriman juga cepat."
Electronics,BESI KAKI KULKAS-RODA KULKAS-TATAKAN KULKAS DAN MESIN CUCI,5,Positive,Happy,Dua hari udah sampe. Gampang banget di rakit. Besinya lumayan kokoh dan sellernya sangat ramah. Terima kasih
Books,Buku �Cara Mudah Memahami Laporan Keuangan �,2,Negative,Sadness,Kualitas cetakan buku kurang baik
Toys and Hobbies,Flatband Slingshot Ketapel Tali Rubber Slingshot Karet Tarikan Ketapel - 1. Grey,5,Positive,Happy,"barang bagus sesuai harapan,pouchnya mantap cukup bagus.service seller ok buanget.terima kasih barang sesuai iklan"
Kids and Baby Fashion,Kids Watch Z6 imoo Z6 Jam Tangan Pintar Anak - Merah,1,Negative,Sadness,mengecewakan sama sekali tidak bisa digunaka
Other Products,Liquid A La Carte Cream Poundcake 100ML Liquid Ala Carte Alacar - 3MG,1,Negative,Anger,"bocor!! paket basah, jd tinggal bublrwrap terikat isolasi aja plus liquid. rasa nya mau gak mau tidak enak. untuk yang lainnya (botol kaca) aman"
Animal Care,Repack Ori Cat Food Oricat 1kg 1 kg Mirip Jio Bolt Maxi Cat Tasty,1,Negative,Anger,"yg bener dong gan klo ngasih barang. expirenya kapan, masak sebulan gak kuat sampai ada yg bulukan gitu"
Other Products,Tinta plastisol Brain Plus putih 1kg,5,Positive,Love,mantap pokoknya.
Sport,Stelan Jersey Futsal Training Sepak Bola Timnas Indonesia Garuda Murah - Hitam,1,Negative,Anger,"Size L kecil bgt sih, mana ga ada keterangan Size bajunya.. aneh bgt. Admin jg no respon."
Automotive,SEPASANG Lampu Tembak Sorot 6 Mata LED Spion Motor 6 Watt 12Volt,1,Negative,Fear,baru dipake eh lampunya sudah mati. sedih dah
Beauty,L'Oreal Paris Revitalift Crystal Purifying Micellar Water Oil Free - 400 ml,4,Positive,Happy,barang udah nyampe makasih gan
Tour and Travel,15 days ordinary dewasa Japan Rail JR Pass Shinkansen Jepang adult,5,Positive,Happy,Harga terjangkau di bandingkan jrpass di tempat lain. Penukaran nya juga tanpa masalah. Next time pasti order kesini lagi.
