Category,Product Name,Customer Rating,Sentiment,Emotion,text
Party Supplies and Craft,Joyko Pensil Warna Kayu Hitam Black Wood Color Pencils Hexagonal Grip - 12Warna CP-1,1,Negative,Anger,"beli brg sale, pengiriman via grabsend tapiii dimintain biaya parkir sm driver nya aneh bgt!!!!!!"
Animal Care,Promo: BOLT makanan kucing kering rasa Tuna REPACK,5,Positive,Happy,barang sesuai pesanan paking standar bagus pengiriman cepat sampai tks gan
Computers and Laptops,Logitech G102 Lightsync Gaming Mouse [FS] - Hitam,5,Positive,Love,"proses pesanan dan pengiriman barang cukup cepat, produk sesuai deskripsi, seller responsif, sukses dan tetap jaga protokol kesehatan ya seller! terima kasih."
Body Care,Folti baffi cream wajah penumbuh jenggot jambang kumis pria sdh BPOM,2,Negative,Sadness,"produk belum ada hasil sama sekali, mengecewakan"
Body Care,LOVELI SUGAR WAX | WAXING | PENCABUT BULU |FREE 5 KAIN WAX+2 SPATULA,1,Negative,Fear,kemasan hancurrr pecah berantakan... ga jadi kepakai... ssmoga kedepannya lebih safety lagi packingnya...
Food and Drink,bakso aci/boci/boci sakura/boci dower,1,Negative,Anger,"gaenak basi iuhhhh plis jangan beli disini,aku gamau motong rezeki mu tapi ini sriusan basi bau apek cuankinya mlempem bocinyaa bau,bumbunya kaya dah ga seger,terus kemasannya kaya dah berdebugituu ahhhhh nyesell kalau mau jualan yang niat bukan cari uangnya aja tapi cari rasaaaa kualitas"
Office & Stationery,Lakban Tokopedia - Putih,1,Negative,Fear,"waktu sampai nya lakban tokopedia di saya sangat lama,ketika saya tanyakan malah di suruh komplain,pelayanan nya buruk,admin yang bagian chatting nya sangat buruk dalam melayani customer"
Kitchen,GOHAPPY PISAU SET PASTEL TAJAM BEAUTIFUL COLOR - 2011 pisau pink,3,Negative,Sadness,"kurang puas nya sih krn barang yg di beli tidak ada stok nya, tp gpp lah, diganti dgn barang yg setara. trims"
Other Products,Busa Filter Ukuran MILD,1,Negative,Sadness,respon penjual buruk barang tidak sesuai pesanan
Mother and Baby,Minyak Telon My baby 150 150ml,1,Negative,Anger,"barangnya ancur cuman d bungkus plastik, dengan harga segitu kualitas toko official store tp barang d terima ancur mah kapok"
Sport,Polyflex PVC Korea Best Seller / PVC Flex /Sticker Polyflek / Poliflex - Red,1,Negative,Anger,barang kurang bagus tipis pokoknya jelek
Party Supplies and Craft,Kukakey Strap Gantungan Kunci Mobil Motor Bracelet Cars Key Chain Rope - Short Black,1,Negative,Fear,diphoto ada penjepit buka tutup ..pas dikirim nggak ada
Muslim Fashion,Mukena Dewasa Traveling Raveena - Lavender,2,Negative,Sadness,"bahan tipis, jahitan y kasar, pokok y sy k cewa"
Computers and Laptops,"SPC Monitor Komputer LED 19 inch HD, Garansi Resmi",1,Negative,Anger,"barang sampah ini tidak seharusnya dikirimkan ke alamat saya, akan tetapi di tong sampah. sangat mengecewakan, admin tidak merespon sama sekali chat saya. lihat barang yg dikirimkan, ada dead pixel, lalu layar monitornya kebalik. sangat mengecewakan. catatan buat teman-teman yg ingin beli, monitor ini tidak ada audio/speakernya, kualitas layar juga kurang baik. jika ada rejeki lebih, belilah dengan merek yg bagus. saya sangat menyesal belanja di sini. saya tidak merekomendasikan belanja disini."
Other Products,PACKING DUS + BUBBLE - TAMBAHAN DUS + BUBBLE,5,Positive,Happy,"respons cepat, barang ok semua. terimakasih seller dan toped."
Books,Buku TOEFL CLIFFS. Buku TOEFL CLIFF,2,Negative,Sadness,"review jujur ya. yg kasih bintang 5 mungkin biar masih dpt garansi kali ya. buku nya fotokopian nya gk bagus. dapet cd begini lagi. kalo mau sekedar ambil buku cliff boleh lah, tapi kalo buat kenyamanan baca mending cari yg lain."
Household,POT BUNGA MOTIF TAWON PUTIH - 10,1,Negative,Sadness,pesen yg besar sama yg kecil warna putih. yg kecil warnanya kusem cenderung warna kuning kaya plastik murah. beda ga kaya saya pertamakali pesen di sini. terus tipis banget.
Tour and Travel,13 days ordinary dewasa Japan Rail JR Pass Shinkansen Jepang adult,5,Positive,Happy,"good seller, ramah dan proses cepat"
Kids and Baby Fashion,Jam Tangan Anak Imo Z6 Imoo Dua Kamera Smartwatch Anak Imo Imoo Kidz - Biru Muda,1,Negative,Sadness,semua mengecewakan
Health,"FiveCare Duckbill Mask 3ply, Masker Five Care Duck Bill 3 Ply ORIGINAL - Abu-abu",5,Positive,Happy,masker cocok untuk aktivitas sehari-hari ????
Food and Drink,Basreng Hah pedas daun jeruk 1kg - Original Asin,1,Negative,Anger,"rasa tidak sesuai, gk ada kerasa daun jeruknya.bad taste"
Computers and Laptops,Memory Card 128GB CLASS 10 100Mbps MicroSD Kartu Memori card,1,Negative,Fear,barang ternyata palsu
Camera,"Costa CB-A1hp Overhead Boom Arm Braket Kamera HP Flat Lay Video,Foto",5,Positive,Happy,"kemasan bubble wrap rapih, tapi kardusnya sedikit penyok. tapi arm bracket-nya baik� saja. langsung dipasang.tripodnya kokoh, produk sesuai."
Electronics,Rechargeable Mini Wireless Keyboard For Android Tv Box mini i10,1,Negative,Fear,"tidak sesuai deskripsi, tidak sesuai gambar, ada bbrapa tombol yg tidak berfungsi, mau retur, mau ganti dg model lain yg ada backlight, ga masalah nambah biaya, tp respon seller biikin kecewa!"
Muslim Fashion,Masker Hijab 3 ply | Masker Headloop Kain Polos Warna model Evo - Hitam,4,Positive,Happy,"barang bagus, sesuai pesana� pengiriman cepat positive job"
Books,1984 by George Orwell,5,Positive,Happy,bubble wrap tebal. original. kualitas baru dan baik.
Other Products,BUBBLE PACK (PACKING TAMBAHAN),5,Positive,Happy,packing rapih terimakasih
Gaming,Fantech REVOLVER GP12 Gaming Controller Gamepad Joystick USB,5,Positive,Happy,"gamepad mantap, tombolnya jg enak tp sayang ukurannya kekecilan. packing jg aman dan pengiriman cepad"
Mother and Baby,Kodomo Baby Tisu Basah Anti Bacterial 50 sheets,2,Negative,Fear,beli sabtu.. proses senin.. kirim selasa.. rabu sampai.. padahal ada beli minggu kirim minggu nyampe senin.. gak lagi lagi beli disin
Animal Care,Sisir Bulu Hewan Anjing Kucing - Premium Auto Clean Dog Slicker Brush - Hijau,5,Positive,Love,ini bagus banget.. kualitas mantap
Household,TDS Meter 3 Alat Ukur Hidroponik Air Aquarium ppm nutrisi Kolam TDS-3 - TDS 3 Meter,2,Negative,Anger,"parah bener gan barangnya.. melenceng jauh dari alat yg merk lain. tempat baterai sudah berkarat. karena murah jadi ya masih cukup kl bintang 2. no komplain, mahal di ongkir baliknya. anggep saja apes."
Property,Jasa Duplikat Kartu Akses Apartemen/ Hotel - Polos,5,Positive,Happy,pelayanan sangat memuaskan
Computers and Laptops,Screen Guard (Protector) Anti Gores MacBook - A2141,1,Negative,Sadness,"kecewa belanja di tempat kamu, lain di pesan lain dikirim ??????"
Party Supplies and Craft,HARGA GROSIR KEMBANG API ROMAN CANDLE 8 SHOTS 0.8' (SATUAN)!!,5,Positive,Happy,barang'a mantap jooss
Mother and Baby,"CUIT Setelan Pendek Celana Pendek BLOCK COLOR - Merah, 19",3,Negative,Fear,biasa aja..harga lebih mahal dri toko sebelah
Kids and Baby Fashion,V019 Tali Strap Kalung Rantai Masker Anak motif LUCU Unik - V019-Sun MIX,3,Negative,Sadness,"barang okelah standard, yg bikin males tokonya slow respooonn.. padahal sering online. chat gak dibalas. 2-3 hr baru dikirim."
Automotive,Orios LED H6/M5 DC 6000K Lampu Motor,1,Negative,Fear,lampunya gak nyala
Health,Blackmores Bio C 1000mg (90),5,Positive,Happy,barang sudah diterima dengan baik dan response seller cepat. thanks ya gan. ????
Automotive,BASEUS C1 MINI CAR VACUUM CLEANER PORTABLE PENGHISAP DEBU LAPTOP/MEJA - Hitam,5,Positive,Happy,bagus alatnya dan bagus service nya cepat nyampe barangnya
Carpentry,Filter Air REMAX / Saringan Air / Filter Keran Air,5,Positive,Happy,efektif menyaring kotoran. manteb lah. jadi. jernih banget ini air
Animal Care,Promo: BOLT makanan kucing kering rasa Tuna REPACK,5,Positive,Happy,terima kasih kak...paketnya cepat sampai dan kondisinya bagus. semogq makin sukses ya kak...
Household,Set Sapu Pengki Sekop Sampah Lipat Kombinasi Sapum Broom Set D63 - Putih D63,5,Positive,Happy,barang sdh nyampe dgn baik. senang banget terima paketnya. semoga sapunya awet. terima kasih. bersih bersih rumah. bersih rapi. bebas debu.
Muslim Fashion,Konektor Tali Masker Kristal Hijab - Silver,5,Positive,Love,bagus banget
Phones and Tablets,Createkat Katfit Watch Band SPO2 Tracker - Biru,2,Negative,Anger,gak sesuai harga malah kualitas nol
Other Products,terpal A12 korea ( IMPORT),1,Negative,Sadness,kecewa iklannya biru orange kirimnya biru sirver. penjual yg yg asal kirim aja. di tanya enggak ditanggapi lagi.
Carpentry,Semprotan Air,1,Negative,Fear,"brg dtg ga sesuai pict, ga bs d pake, rusak pengaturan aliran air nya, itung2amal aza, hrg flashsale dan ongkir 15k"
Automotive,spidol ban original toyo paint marker murah - Hijau,1,Negative,Anger,"payah, pesen beda warna tp malah datang satu warna. padahal sudah di beri keterangan,."
Automotive,"carburator cleaner atau pembersih karbu dan injeksi,RONEVE isi 500ml",5,Positive,Love,mantap??????????
Electronics,VIVAN Kabel Data iPhone Lightning 1M Fast Charging 2.4A VXL100 - Biru,5,Positive,Happy,bagus kabelnya cepet buat ngecas jozz
Health,Stella Parfum'ist Smart Matic Caffe Latte,5,Positive,Happy,bagus so far berfungsi dengan baik
Books,Bicara Itu Ada Seninya,1,Negative,Anger,pengirimannya lama banget
Tour and Travel,17 days ordinary dewasa Japan Rail JR Pass Shinkansen Jepang adult,5,Positive,Happy,produk sesuai deskripsi. good communication. fast response.
Electronics,BARDI Bundling LED Strip RGBWW Wifi 2m & Adaptor 4m,1,Negative,Anger,"barang sangat jelek, tidak fungsi, klaim� tetap rusak. mendingan jangan beli."
Food and Drink,Pisang Cavendish Finger 1 kg,1,Negative,Fear,pisang kecil isinya sedikit nyeesel
Carpentry,Sticker Wallpaper Dinding 3d Foam Bata Putih dekorasiWallpaper Dinding - Putih,1,Negative,Sadness,kecewa parah
Office & Stationery,Whiteboard gantung 90 x 120 cm,5,Positive,Happy,pengiriman cepat. barang sesuai gambar. kualitasnya oke. recommended.
Health,ONEMED - Masker Earloop 3 Ply Medis | Surgical Mask - Hitam,1,Negative,Anger,penjual sama sekali tdk memperhatikan catatan pembeli..malahan menyalahkan pembeli.
Animal Care,Burung Lovebird Josan,1,Negative,Fear,"respon lambat pengiriman lambat , toop kapok bgt"
Carpentry,Angle Grinder / Mesin Gerinda Tangan Orion - HG-954,1,Negative,Fear,ngirim keluar daerah.....jangan pake kurir anteraja bosku......ke pelosok2 dia gk masuk....karna gk punya cabang didaerah kecil2
Women's Fashion,KK023 Kaos Kaki Pendek Japanese Cool Solid Line Wanita - GINGER,5,Positive,Happy,puas banget kaos kakinya bagus
Office & Stationery,Tipex Correction Tape CF-235 Joyko,1,Negative,Fear,"beli banyak macam barang, tapi produk ini tidak dikirimkan"
Kids and Baby Fashion,"Legging Stripe Anak Perempuan 7 - 13 Th / Leging Strip / Lejing Polos - Hitam, polos",5,Positive,Happy,"pengiriman cepat, produk nyaman buat dipakai dirumah."
Household,Plastik Buble Wrap - BUBBLEWRAP,3,Negative,Fear,barang sampai dengan selamat cuman packing aja yg kurang nambah buble tapi buble nya dikit banget sama aja kaya packing biasa
Computers and Laptops,KUKE KLS-808 Meja Lipat Laptop /Meja laptop lipat/Oxy Folding Table - Hitam,1,Negative,Anger,quality barang jelek. baut lepas terus
Gaming,PS Vita PSVita SLIM CFW HEN Henkaku - 32gb,1,Negative,Anger,barang cacad. banyak dent. kabel usb & adapter gk jalan.
Men's Fashion,"Baju Tidur Pria Lengan Pendek Piyama Pria Lengan Pendek Celana Pendek - STPR-326, L",5,Positive,Happy,"bahan nya enak dan adem. bakal langganan ini kak. biar motif nya beda dr yg aq pesan, no prob yg penting bahan enak buat tidur dan harga terjangkau??????????"
Automotive,SEPASANG Lampu Tembak Sorot 6 Mata LED Spion Motor 6 Watt 12Volt,5,Positive,Happy,iya brang nya bagus
Kitchen,"Tatakan roda tabung gas elpiji, galon air,serbaguna troy MASPION",5,Positive,Love,"barang sampai dengan aman dan cepat, rekomen skali produknya"
Carpentry,4in1 Mineral Ion Shower Head|| Water Filter Ionizer for Healthy Life,5,Positive,Love,"barang sesuai deskripsi. produk original. mudah dipasang. barang oke kiriman cepat original no ongkir dari tokopedia, barang sesuai pesanan seller mantap.. paking paling amaan senteso enak belanja ditokopedia dapaat bebas ongkir... bebas ongkir extra"
Office & Stationery,Deli Business Notebook Leather Cover 25K Buku Catatan Bahan Kulit 7911 - 25K 120 LEMBAR,1,Negative,Anger,"pelayanan sangat buruk, no debat!"
Computers and Laptops,Mini Keyboard Wireless i8 2.4G Handheld Keyboard For PC Android TV Box,1,Negative,Fear,sama sekali gk bisa dpake asli nyesel
Women's Fashion,Daster Wanita Kekinian Adem - Warna Random,5,Positive,Happy,adem bahannya
Toys and Hobbies,Kuy Cartridge Original - V2,2,Negative,Sadness,maaf tapi sy aga kecewa ga seperti yg sudah2 bli ko polos gada tulisan kuy /movi jadi gayakin asli skali lg mohon maaf tapi ini ulasan jujur saya
Books,The Psychology of Money - Morgan Housel,4,Positive,Happy,"buku sedikit cacat di bagian kertas, tapi overall mantap"
Beauty,"MS Glow - 1 Box Masker Kosme Mask Fitmask Nano Silver Masker Kesehatan - Hitam, Stopper",5,Positive,Happy,proses pesanan cepat packaging aman ??
Camera,Smart Camera Wifi V380 HD720P Wireless Mini IP CCTV Phone Audio,4,Positive,Happy,"barang ok, pengiriman lamaa, konfirmasi aja butuh 2 hari, packing ga banget, ga pake buble"
Mother and Baby,"MOOIMOM Casual Hipseat Carrier Gendongan Bayi - 3 - 36 Bulan, Abu-abu",5,Positive,Happy,bahannya nyaman ??. beban tersebar merata. bahannya fleksibel. gampang dipakai. desain ergonomis. nyaman di punggung.
Office & Stationery,Papan Tulis Anak Tablet Belajar Menulis Menggambar LCD Writing 8.5 Inc - Merah,5,Positive,Happy,"murah dan mudah digunakan, setidaknya nya bermanfaat dan packing cukup aman tebal bubble wrapnya. see you again"
Muslim Fashion,Mukena Anak Fruits ( Tas Canvas ) - Ungu,1,Negative,Fear,"warna tidak sesuai dengan keinginan, padahal sdh dichat"
Camera,"2 in 1 Portable Mini Folding Tripod for DSLR,GoPro,Xiaomi Yi",5,Positive,Happy,"plastiknya cukup tebal, desainnya keliatan cukup kokoh. langsung dipakai utk zoom. hape stabil. mudah2an awet."
Books,Buku Gambar Arsitektur,2,Negative,Sadness,ada bekas sobek di bagian belakang meskipun itu sobek kecil tapi tatap saja saya sedikit kurang puas terimakasih
Phones and Tablets,"Premium Quality Layar LCD iPhone 5 5G 5S & Touchscreen. Ori Original - Hitam, iPhone 15",1,Negative,Fear,"pokoknya jangan ada yg beli disini. barang rusak, mau minta klaim tpi seller banyak alasan, padahal stiker garansi blm rusak/damage. mohon dipikir kembali kalau mau beli disini??"
Electronics,Kipas Angin Meja / Duduk NAGOYA (Desk Fan) 12in - NG12DF,3,Negative,Fear,"baru sampe brgnya cepet sih tp pas dipasang, kipasnya bunyi plus gak ada mur dan baut utk pengikat tutup kipasnya."
Automotive,Black Retrim - Penghitam Bodi Plastik Dasbor Motor Mobil Permanen,5,Positive,Love,"mantap sesuai pesanan, blm di coba,semoga bagus"
Toys and Hobbies,Kartu Remi Import Monarch Theory11 (Playing Cards),5,Positive,Happy,"packing rapi, pengiriman cepat. seller responsif. produk bagus dan ori. recommended lah pokoknya"
Other Products,Busa Filter Ukuran MILD,2,Negative,Sadness,busanya kotor
Party Supplies and Craft,Lem Balon / Perekat Balon / Ballon Glue,5,Positive,Love,"puas banget, sempet error di kurir & mau pake gercep, seller nya respon bgt & sama2 cari solusi. order ulang & ga pelit, ada yg dikasih tambahan dikit2.. makasi ya kak. jaya selalu tokonya ??"
Party Supplies and Craft,Lem Balon / Perekat Balon / Ballon Glue,1,Negative,Fear,gampang lepas dan tidak nempel
Household,Lemari Plastik Pakaian DIY / Wardrobe / Rak Baju Animal Character - 8 Cube + 4 Rak,1,Negative,Fear,"pengiriman cepat namun, saya baru sempat susun dua minggu setelah barang sampai, tapi ternyata cube kurang sekitar 3-6 piece cube polos, jadinya lemarinya tidak kokoh, berharap penjual bisa mengirim part ke kuranganya, supaya saya perbaiki bintangnya. ketika barang berudi terima, saran saya harus ada tabel verifikasi jumlah part dan asesoris nya di sini tidak ada, cara pasang tidak di berikan dengan jelas. jika ini merek; resmi bisa di komplain ke lembaga perlindungan konsumen indonesia"
Women's Fashion,BA24 Dompet Pendek Wanita Original Baellery Stylish Wax Leather - red,2,Negative,Sadness,"coklat asli, hitam ga tau itu asli apa palsu ya..... yg hitam beli disini bahan kaku, embos ga ada di dalam, saku untuk uang hanya ada 1 tdk 2 seperti yg coklat..... pokoknya beda banget sama yg coklat yg bahannya lebih halus lentur dan jahitan lebih rapih...."
Animal Care,Paw Underpad Pee Pad Toilet Training Anjing 60x90 isi 10 Lembar,1,Negative,Fear,ini barang keterlaluan sih bilang ukuran 60x90 tp sunat bahannya keterlaluan banget. terlihat di foto underpad saya yg lama merk lain jauh lbh besar dan lbh tebel. bkn masalah harga cuman 50rb an tp kesel aja liat penjual kasih spek tp jauh banget dari ukuran sebenernya. kapok deh ga bakal beli merek ini lagi. terima kasih
Sport,"TONGKAT BASEBALL STICK BAT KASTI PEMUKUL SPEEDS 32 LX-002-4 - Hitam, 25 Inch 002-1",1,Negative,Anger,"pengiriman lama banget...oder hr minggu baru dikirim kamis, setiap ditanya jawabnya masih proses...barang dikirim salah size dan warna..order 34�, merah yg dikirim 32�, hitam...parah koordinasi nya"
Household,MINISO Tempat/ Tong Sampah Plastik Meja Mini Trash Bin Garbage - Hijau,5,Positive,Happy,"kualitas product bagus. material bagus. recomended. terimakasih untuk tokopedia dan miniso karena saya dapat tong sampah plastik nya gratis semoga berkah untuk saya dan untuk tokopedia dan miniso . tong sampah nya sampai dalam keadaan utuh dan masih bagus serta nyaman digunakan dan mungil juga dan bahan nya lembut soft doft yaa, jadi kalau dimainkan anak tidak akan melukai apabila tidak rusak seperti pecah dan semoga awet menemaniku sampai hari yang akan datang ."
Toys and Hobbies,"MAINAN EDUKATIF ANAK MERONCE MANIK KELERENG MUTIARA, 750PCS PROMO! - CRYSTAL",5,Positive,Happy,"brg sampai, packing oke, cocok bt kado, ada bonus dompet koin??"
Toys and Hobbies,Mainan Anak Pedang Starwars Light Saber Double Blade Star Wars Cosplay,5,Positive,Love,"sampe cepet ..makasihh yahh,,anak aku seneng bangettt.."
Body Care,LOVELI SUGAR WAX | WAXING | PENCABUT BULU |FREE 5 KAIN WAX+2 SPATULA,1,Negative,Sadness,"sedih bgt belom ada 2bln waxingnya udah rusak dan gabisa dipake lg, padahal baru dipake 2x. dr awal dtg tutupnya penyok dan ga terlalu kedap udara jd pinggiran tutupnya rada basah. trus selama 1bln lebih disimpen di suhu ruang trus tutupnya selalu rapet, tp pas mau dipake lg taunya udah banyak semutnya:( pas dicoba pake spatula teksturnya jg mirip madu jd rada cair dan gamau lengket lg:( katanya kalo cair buang bagian atasnya aja, ini mah ampe bawah2 semua teksturnya kayak madu:( berarti dibuang semua dong? sedih bgt mana masih banyak lg sayang bgt:("
Movies and Music,Suling YAMAHA YRS-23 Original / Seruling Yamaha,1,Negative,Fear,lamaaa bangettt respons nya
Phones and Tablets,"TRIPOD 2,1 METER Stand Kamera HP Selfie Make Up Vlog Live",3,Negative,Sadness,gimana mau dipake ?? orang buat letak hpnya aja ngga ada... percuma
Party Supplies and Craft,Deli Paper Craft / Origami 400 Lembar 2 Warna Dengan Box 7481X - 150x150mm 100L,1,Negative,Anger,ini bukan kertas origami tapi post it
Mother and Baby,Mama's Choice Active-wear Maternity Legging - Legging Hamil Mama's Cho - Hitam + pengait,5,Positive,Happy,nyaman banget dipakai tetap bisa gerak maksimal kualitas bahan bagus
Kitchen,Dispenser Beras Tempat Wadah Penyimpanan Beras Rice Bucket E67/E79 - Biru-5kg,4,Positive,Happy,"pengirimannya sangat cepat, baru pesan kemarin langsung datang esok harinya. barangnya bagus, semoga kualitasnya juga, bisa awet."
Beauty,Madame Gie Madame Perfect Brow - Pensil alis - Godly Grey,3,Positive,Happy,aku doang yang ngerasa apa gimaba tapi warna yang ini ga terlalu out as much i expected. tapi overall i loved it
Kids and Baby Fashion,Topi bayi rajut newborn / Kupluk bayi rajut / Topi kupluk bayi pom pom - Hitam,5,Positive,Love,bagus bgt topi nya nnti mau bli lgi ahh
Phones and Tablets,"Premium Quality Layar LCD iPhone 5 5G 5S & Touchscreen. Ori Original - Hitam, iPhone 6",5,Positive,Happy,penjualnya ramah banget proses pesanan cepat layar sensitif. packaging rapi touch screen lancar ada garansi toko
Beauty,MAKE OVER Powerstay Transferproof Matte Lip Cream 7 g - Lip Cream - B03 Hype,5,Positive,Happy,"pengiriman lumayan cepetttt. proses agak lama, paking bagusss pake dus. harga pas lg promooo, respon cepettt.aplikator mudah dipakai. desainnya mewah."
Phones and Tablets,USAMS PB56 Power Bank Lanyard 10000mAh DUAL USB 2.1A - Hitam,5,Positive,Happy,"barang sesuai pesanan, packing rapi, pas dicoba ok buat isi ulang dn charge, pengiriman sesuai estimasi.."
Health,Imboost Kids Syrup Daya Tahan Tubuh - 120ml,5,Positive,Happy,mantaap barang datang dengab cepat
Kitchen,Giza Grill Pan by SKITCHEN/Cast Iron PREMIUM/Panggangan Besi Cor,5,Positive,Happy,material produk bagus kualitas produk bagus produk sesuai produk original
Tour and Travel,South Korea Simcard korea selatan sim card kartu data internet Seoul,5,Positive,Happy,"harga murah, respon penjual cepat dan ramah. makin sukses ya.. trims"
Body Care,Lux Hand Sanitizer Jasmine 50ml,5,Positive,Love,"produk sampai dengan cepaat dan amaan, thank youu ????"
Body Care,Rudy Hady Suwarno Cosmetics Hair Growth Serum,5,Positive,Happy,udah 2x order di sini dengan produk yang sama... recommended seller...
Mother and Baby,Minyak Telon My baby 150 150ml,1,Negative,Sadness,"gak pernah saya kasih bintang 1 ke toko manapun, tapi untuk x ini saya kecewa barang saya yg minyak kayu putih gak di kirim. semoga berkah ka walau cuma uang sgitu dan gak lagi2 belanja di toko yg gak amanah ini"
Muslim Fashion,Jilbab Pashmina Plisket Diamond Hijab Pasmina Lipit ORI Murah Kekinian - Army,1,Negative,Anger,"ada noda kuning di jilbab nya,pendek,kaku!"
Tour and Travel,Pullman Ciawi Vimala Hills Resort and Spa Hotel,5,Positive,Love,mantap!..jgn ragu2..langsung saja booking....recommended!..
Muslim Fashion,HIJAB SEGI EMPAT AUTHENTISM BASIC RACHITA VOAL/LAMINA VOAL / ULTRAFINE - TALYA,4,Positive,Happy,bahannya adem. nyaman dipakai. agak menerawang dan tipis
Kids and Baby Fashion,Tas Sekolah Anak SD Cewek/Cewe/Perempuan 2 in 1 - Positive Friend - Biru,5,Positive,Love,"tas nya bagus banget... bahannya juga tebel, pengiriman barang juga cepat"
Party Supplies and Craft,"PAPER TRAY TATAKAN MAKAN KERTAS / PIRING KERTAS UNTUK RESTORAN CAFE - Cokelat, 12x12 cm",5,Positive,Happy,produk sangat baik dan pengemasan rapi
Phones and Tablets,ROBOT RT-CH12 CAR MOUNT PHONE HP HOLDER DASHBOARD KACA MOBIL AUTOMATIC,2,Negative,Fear,tidak terlalu nempel dan susah nempel di dashboard !!
Books,Buku JAGO PROYEK untuk Arsitek dan Sipil,3,Positive,Happy,"saya kira bukunya gede ternyata kecil,selain kecil tidak tebal juga.untuk packing lebih di tingkatkan lagi karena bukunya ujungnya basah.selebihnya termasuk respons bagus .."
Toys and Hobbies,SK-M6 Mainan Tenda Anak Terowongan 4 in 1 + Kolam + Ring Basket Mainan - TENDA 4IN1 MERA,1,Negative,Anger,"proses kemas/kirim lama, seller ditanya hanya jawab mohon sabar, mohon tunggu. tidak kasih kepastian kapan kirim. hrs nya dijawab bisa / tidak. end up barang di pickup sendiri ke gudang kurir krn perlu."
Other Products,pewarna sepatu canvas suede paint alus shoes - Biru,1,Negative,Fear,"d produk yang d jual mereknya alus shoes tp pas nyampe mereknya tumpah,, pesennya warna cream datengnya coklat muda ??"
Party Supplies and Craft,Kardus untuk keamanan packing,1,Negative,Anger,"order minggu sampainya rabu, lambat nya minta ampuun, di tanyain baru info kalau overload orderan, itupun baru selasa dikirim, ga ada konfirmasi awal kalau overload orderan. ga tanggungjawab."
Mother and Baby,Kodomo Baby Tisu Basah Anti Bacterial 50 sheets,5,Positive,Happy,"barang datang sesuai pesanan dan gambar di etalase, juga penjelasan penjual. puass.aman untuk bayi ??"
Office & Stationery,Lakban Solatip Isolasi OPP Bening 2 Inch 45mm x 90 Yard 45micron MURAH - 90yard - 70m,1,Negative,Sadness,kecewa 90yard tipis sialan gua liat komen pada sama bilng tipis rugii
Movies and Music,Busa Telur Peredam Suara Ruangan - Busa Peredam - Egg Foam 200x100x2cm,5,Positive,Happy,ya cukup puas makasih ??
Automotive,Bubble Wrap Plastik Pembungkus Helm,1,Negative,Sadness,"barang tidak sesuai, dikirim yang lebih murah selisih harga barang tidak dapat direfund. barang lecet padahal beli extra bubblewarp."
Camera,Tripod Mini - Tripod Mini Simple - Tripod Mini - Tripod Free Holder - Hitam,1,Negative,Fear,"sangat kecewa, pengiriman lama banget, barang nya juga rusak dan penyok, jangan tergiur sama harga murah ya teman-teman"
Movies and Music,Suling YAMAHA YRS-23 Original / Seruling Yamaha,5,Positive,Happy,"bagus produknya, fast delivery. thank you seller ^^"
Animal Care,Kyojin pakan ayam bangkok raksasa,1,Negative,Anger,penjual gk respon bgt parah
Food and Drink,PRONAS Paket Luncheon A Free Canister,1,Negative,Fear,beratnya tidak sesuai.. katanya dirubah kok ga ada perbaikan dalam hal berat produk dan packing.. pdhl sy mau blanja banyak.. tapi mhl diongkir.. pdhl berat riil nya jauuh dari estimasi
Animal Care,Life cat Kaleng 400gr - Makanan Basah kucing life cat kaleng 400gr,3,Negative,Fear,"memang lebih murah dari yang lain, tapi rata2 udah ngga fresh lagi :("
Electronics,Kulkas 1 Pintu Sanyo Aqua D190. Dark Silver. New Colour,2,Negative,Anger,"barang dateng pake kurir toko, di unboxing trnyt ad lecet/baret ampe besi ny keliatan sesuai dengan foto yg saya ambil. dlm chat dgn owner tidak ad pertanggung jwban, chat sy cm di read dr smnjk kmrn mlm (6 april 2020 jam 8an mlm, smpe skg tgl 7 april 2020 jam 16.30an)"
Tour and Travel,7 days ordinary dewasa Japan Rail JR Pass Shinkansen Jepang adult,5,Positive,Love,kereeeeennnnnn. mantab
Precious Metal,Minigold Black Series Logam Mulia Koin Emas Mini 24 Karat 0.025 gram,5,Positive,Love,"jujur, awalnya sih kawatir dikarenakan baru pertama kali membeli emas lewat online, alhamdulilah ternyata penjualnya jujur dan amanah bakalan jadi langganan terus nih aku. terima kasih"
Household,Kain Lap Piring Anti Minyak Bahan Microfiber - Kain Lap Dapur,5,Positive,Happy,ukuran nya kecil tapi bagus untuk mengeringkan beberapa barang??????
Health,Imboost Kids Syrup Daya Tahan Tubuh - 120ml,1,Negative,Anger,saya pesan imboost kids syrup tp yg dikirim tablet hisap. pengiriman juga sangat lama. very negative service!
Body Care,L'Oreal Professionnel Serioxyl Denser Hair Serum Rambut Rontok,5,Positive,Happy,terbukti menumbuhkan rambut�beli yg ke-2 kalinya ini.
Automotive,Cover Motor Urban Sarung Motor Matic Bebek Vario Mio Beat Supra Scoopy - Biru Muda,1,Negative,Fear,"warna tak sesuai pesanan, pesan silver hitam dikasih silver saja"
Party Supplies and Craft,box clover segi 4 / kotak kado hadiah gift makanan cd bingkisan,5,Positive,Happy,"bagus kotaknya, harga nya murah.. pengiriman cepet..."
