Category,Product Name,text_no_stop,Sentiment,Emotion,Customer Rating
Books,"Buku Anak, Buku Cerita Bergambar Seri Mengenal Hewan Bilingual Murah",bagus bgt bukunya. suka. makasih,Positive,Love,5
Books,Buku JAGO PROYEK untuk Arsitek dan Sipil,barang aman sesuai pesanan,Positive,Happy,4
Books,Dale Carnegie - How To Win Friends and Influence People-Simon & Schust,"barang sesuai deskripsi, makasih seller",Positive,Happy,5
Books,Dale Carnegie - How To Win Friends and Influence People-Simon & Schust,cepet nyampenya bagus bukunya,Positive,Happy,4
Books,Spy x Family 01,puas. barang diterima kondisi baik tidak kendala.,Positive,Happy,5
Books,Spy x Family 01,"sedikit cacat, selainnya oke",Positive,Happy,4
Books,Komik KOMPLIT Demon Slayer Kimetsu no Yaiba by Koyoharu Gotouge,"pesanan sesuai apa diharapkan tidak mengecewakan. mengenai barang tidak kecacatan sama sekali, pengemasannya sangat rapi kuat, pengirimannya cepat, serta respon penjual cepat ramah. semoga sukses selalu, terimakasih.",Positive,Happy,5
Books,Komik KOMPLIT Demon Slayer Kimetsu no Yaiba by Koyoharu Gotouge,"barangnya sesuai pesanan bagus banget, tapi satu yg agak aus samping luar packibg kebuka.",Positive,Happy,4
Books,Bumi Bulan Matahari Bintang Ceros Batozar Komet Minor Selena Nebula - SELENA,"barang original berkualitas, pengiriman cepat.",Positive,Happy,5
Books,Bumi Bulan Matahari Bintang Ceros Batozar Komet Minor Selena Nebula - SELENA,terimakasih buku sudah sampai,Positive,Happy,4
Books,Kapita Selekta Kedokteran Edisi 4 Revisi 2016 (Buku 1+ 2) Original,"pengiriman cepat, dibungkus rapi bubble wrap tebel, buku original, disampul rapih bgt, terbaik deh pokoknya!!",Positive,Love,5
Books,Kapita Selekta Kedokteran Edisi 4 Revisi 2016 (Buku 1+ 2) Original,produk diterima kondisi baik. pengiriman cepat packing rapi. respon penjual oke,Positive,Happy,4
Books,[ORIGINAL] Satu-Satunya Buku EKG Yang Anda Perlukan 8e - Malcolm S.,pengiriman cepat buku aman,Positive,Happy,5
Books,[ORIGINAL] Satu-Satunya Buku EKG Yang Anda Perlukan 8e - Malcolm S.,"sesuai dg deskrip yg jual, packing bagus, tidak cacat, nanti sy mau pesan lagi.",Positive,Love,4
Books,[ ORIGINAL ] Atlas Anatomi Manusia Edisi 7 - Frank H Netter,"buku sampai 2 hari setelah pemesanan, lumayan cepat pengirimannya. buku tiba bubble wrap dalamnya masih dikemas kardus lagi. overall bagus",Positive,Happy,5
Books,[ ORIGINAL ] Atlas Anatomi Manusia Edisi 7 - Frank H Netter,"bukunya bagus, original tapi sayang dapet binding bagian bawahnya bagus",Positive,Happy,4
Kitchen,Garpu makan hitam 25 pcs per pack plastik panjang murah,barang sesuai deskripsi,Positive,Happy,4
Kitchen,Garpu makan hitam 25 pcs per pack plastik panjang murah,barang sesuai gambar. harga murah tapi kualitas ga murahan. pengiriman cepet. oke bgt deh puass,Positive,Happy,5
Kitchen,Korek Api Kompor - Lighter Pemantik Kompor Gas,"harga tdk mahal, kualitas baik",Positive,Happy,5
Kitchen,Korek Api Kompor - Lighter Pemantik Kompor Gas,sesuai harga,Positive,Happy,4
Kitchen,Square Front Lock Box 16 x 16 x 8 cm - Kotak Kardus Packaging Hampers,"brg sesuai realpict, kertasnya tebal, puas belanja toko ini. terimakasih ??ukuran produk sesuai.",Positive,Happy,5
Kitchen,Square Front Lock Box 16 x 16 x 8 cm - Kotak Kardus Packaging Hampers,"saya suka pelayanannya baik, pengirimannya cepat, packagingnya aman tulisan fragile handle with care, saya suka barangnya cuma saran sebaiknya bagian atas box tidak ditekuk kelihatan sedikit tidak bagus tidak rapi tp selain baik ??",Positive,Love,4
Kitchen,[FREE BUBBLE] POMPA GALON AIR MINUM ELECTRIC WIRELESS,alhamdulillah bagus material produk bagus. produk sesuai. produk berfungsi baik.,Positive,Happy,5
Kitchen,[FREE BUBBLE] POMPA GALON AIR MINUM ELECTRIC WIRELESS,material produk bagus. kualitas produk bagus. produk sesuai. produk berfungsi baik.,Positive,Happy,4
Kitchen,Pelindung Wastafel Cipratan Air Papan Penahan Kompor Anti Minyak,"pengiriman cepat, kualitas barang baik.",Positive,Happy,5
Kitchen,Pelindung Wastafel Cipratan Air Papan Penahan Kompor Anti Minyak,cukup baik hanya ukurannya tidak tercantumkan,Positive,Happy,4
Kitchen,Wajan Kuali Penggorengan Alumunium No.10,material produk bagus. kualitas produk bagus. ukuran produk sesuai. produk original.,Positive,Happy,5
Kitchen,Wajan Kuali Penggorengan Alumunium No.11,"pengemasannya lama, mungkin krn high order.. saya kira kualitasnya yg kaya gimana gt, soalnya harganya diskon 90? (tapi saya tau cuma click bait aja), pas cek toko lain harganya miring padahal, untungnya cashback. produk dtg ga simetris, mungkin kelamaan kurir, masa alamat saya dibilang negative address.. kalo komplain kurir kemana ya? btw kualitas barang dgn harga segitu positive lah, tebal, blm dicobain buat masak. thanks seller",Positive,Happy,4
Kitchen,Philips Air Fryer HD9252/90 - Kapasitas 0.8kg / 4.1L,"pengiriman super cepat,barang sesuai pesannya.",Positive,Happy,5
Kitchen,Philips Air Fryer HD9252/90 - Kapasitas 0.8kg / 4.1L,mudah dipakainya,Positive,Happy,4
Kitchen,[GROSIR] TIMBANGAN KUE DIGITAL DAPUR 10KG 10 KILOGRAM 1000 GRAM 1000G,pesanan terima baik.maknyoss,Positive,Happy,5
Kitchen,[GROSIR] TIMBANGAN KUE DIGITAL DAPUR 10KG 10 KILOGRAM 1000 GRAM 1000G,produk berfungsi baik.,Positive,Happy,4
Kitchen,[GROSIR] TIMBANGAN KUE DIGITAL DAPUR 10KG 10 KILOGRAM 1000 GRAM 1000G,"respon cepat,produk sampai cepat,,",Positive,Happy,3
Kitchen,Egg Timer Fackelmann,"berfungsi baik. dapat flashsale harga murah, awalnya buat coba2 tapi ternyata oke. bakal andalan utk rebus telor.",Positive,Happy,5
Kitchen,Egg Timer Fackelmann,"barang tiba & sesuai pesanan, tinggal dipake masak deh.. terima kasih ya..",Positive,Happy,4
Kitchen,Onix Dispenser Galon Air Aqua Pompa Galon Automatic,material produk bagus. produk sesuai. kualitas produk bagus. produk berfungsi baik.,Positive,Happy,5
Kitchen,Onix Dispenser Galon Air Aqua Pompa Galon Automatic,"mantap, pas walau agak goyang2 ga lengket galon, tpi speed air keluar cukup, mulutnya mungkin yah agak panjang dikit",Positive,Happy,4
Kitchen,Onix Dispenser Galon Air Aqua Pompa Galon Automatic,produk sesuai. produk berfungsi baik.,Positive,Happy,4
Kitchen,Maxim Tools Egg Separator/Pemisah Kuning Putih Telur,material produk bagus. ukuran produk sesuai. produk sesuai. kualitas produk bagus.,Positive,Happy,5
Kitchen,Maxim Tools Egg Separator/Pemisah Kuning Putih Telur,material produk bagus ukuran produk sesuai,Positive,Happy,4
Kitchen,Maxim Tools Egg Separator/Pemisah Kuning Putih Telur,"barang dah sampai, sesuai pesanan,harga murah,namun pengiriman agak lambat,mungkin toko tutup selama beberapa hari. gak masalah. makasih gan",Positive,Happy,4
Kitchen,Giza Grill Pan by SKITCHEN/Cast Iron PREMIUM/Panggangan Besi Cor,material produk bagus kualitas produk bagus produk sesuai produk original,Positive,Happy,5
Kitchen,Giza Grill Pan by SKITCHEN/Cast Iron PREMIUM/Panggangan Besi Cor,"barang bagus. saran : utk pengiriman tolong kotak dikasih tulisan fragile. tadi punya saya jatuhin dalam pagar, alhamdulillah gak pecah barangnya",Positive,Happy,4
Kitchen,Giza Grill Pan by SKITCHEN/Cast Iron PREMIUM/Panggangan Besi Cor,"bgs brgnya, semoga awet.",Positive,Happy,4
Kitchen,GM Bear Pisau Set Dapur Tebal isi 6 pcs 1138 - Pisat Set Dapur - Pisau Set 1141,barang kondisi diterima baik aman. saran mohon cepat proses kirim klo chat jgn respon lama sekali. tks,Positive,Happy,3
Kitchen,Oxone OX-605 Pisau Dapur Black Marble Knife Set,tajam. produk original. produk sesuai. kualitas produk bagus.,Positive,Happy,5
Kitchen,Oxone OX-605 Pisau Dapur Black Marble Knife Set,produk sesuai.,Positive,Happy,4
Kitchen,Oxone OX-605 Pisau Dapur Black Marble Knife Set,barang bagus sesuai,Positive,Happy,3
Kitchen,GOHAPPY PISAU SET PASTEL TAJAM BEAUTIFUL COLOR - 2011 pisau pink,tajam. kualitas produk bagus. produk original. produk sesuai.,Positive,Happy,5
Kitchen,GOHAPPY PISAU SET PASTEL TAJAM BEAUTIFUL COLOR - 2011 pisau pink,"produk sesuai deskripsi. talenan tipis. pisau tajam enak dipakai, grip gagang terasa nyaman.",Positive,Happy,4
Kitchen,CELEMEK MASAK APRON KATUN DRILL HARGA MURAH KUALITAS PRIMA - Putih,"celemeknya tebal warna sesuai pesanan. packingnya tebal berlapis-lapis, barang sampai tanpa rusak/basah. toko juga banyak variasi celemeknya, bisa memilih sesuai kebutuhan. sukses selalu seller.",Positive,Happy,5
Kitchen,CELEMEK MASAK APRON KATUN DRILL HARGA MURAH KUALITAS PRIMA - Putih,"celemekny dah dateng,packing hanya diberi kertas amplom coklat, pengiriman cepat",Positive,Happy,4
Kitchen,CELEMEK MASAK APRON KATUN DRILL HARGA MURAH KUALITAS PRIMA - Putih,"produk cukup bagus, pas sesuai harga",Positive,Happy,3
Kitchen,SARUNG TANGAN PLASTIK isi 100pcs / 50 pasang,barang sesuai pesanan telah diterima baik. terima kasih.,Positive,Happy,5
Kitchen,SARUNG TANGAN PLASTIK isi 100pcs / 50 pasang,sesuai dipesan. terima kasih,Positive,Happy,4
Kitchen,Pematik Gas-Korek Api Kompor-Korek Gas Panjang-Lighter Pemantik Gas,barang bagus . .gambar sama aslinya sesuai.,Positive,Happy,5
Kitchen,Pematik Gas-Korek Api Kompor-Korek Gas Panjang-Lighter Pemantik Gas,bagus barang,Positive,Happy,4
Kitchen,Angola Alat Potong Kentang Sayur E01 Pengiris ParutanvChopper Kitchen - Merah Muda,barang bagus sesuai gambar,Positive,Happy,5
Kitchen,Angola Alat Potong Kentang Sayur E01 Pengiris ParutanvChopper Kitchen - Merah Muda,sesuai harga,Positive,Happy,4
Kitchen,Pisau Set 6 in 1 Stainless Ceramic Anti Lengket Pisau 1 Set isi 6,mantap tajam. kualitas produk bagus. produk sesuai.,Positive,Happy,5
Kitchen,Pisau Set 6 in 1 Stainless Ceramic Anti Lengket Pisau 1 Set isi 7,produk sesuai.,Positive,Happy,5
Kitchen,Pisau Set 6 in 1 Stainless Ceramic Anti Lengket Pisau 1 Set isi 8,barang bagus sesuai gambar tajam juga semoga awet deh pisau,Positive,Happy,4
Kitchen,Pisau Set 6 in 1 Stainless Ceramic Anti Lengket Pisau 1 Set isi 9,kualitas produk bagus.,Positive,Happy,4
Kitchen,OXONE Black Marble Knife Set OX-605,material produk bagus. produk sesuai. kualitas produk bagus. produk original.,Positive,Happy,5
Kitchen,OXONE Black Marble Knife Set OX-606,pesanan cepat sampai d tujuan barang tiada kendala,Positive,Happy,4
Kitchen,OXONE Black Marble Knife Set OX-607,"packing aman, produk sesuai. kualitas produk bagus.",Positive,Happy,5
Kitchen,Tefal Cook & Clean Frypan 26cm Wajan Anti Lengket,"mantaps... murmer, gede, ga pake lengket2 ??",Positive,Happy,5
Kitchen,Tefal Cook & Clean Frypan 26cm Wajan Anti Lengket,material produk bagus. ukuran produk sesuai. kualitas produk bagus. produk original.,Positive,Happy,5
Kitchen,Tefal Cook & Clean Frypan 26cm Wajan Anti Lengket,"selalu puas belanja disini, packing aman sehingga brg diterima dlm keadaan baik tanpa cacat, respon pengiriman cpt. brg sesuai deskripsi. positive seller",Positive,Happy,5
Kitchen,Tefal Cook & Clean Frypan 26cm Wajan Anti Lengket,produk original. kualitas produk bagus. material produk bagus. ukuran produk sesuai.,Positive,Happy,5
Kitchen,Tefal Cook & Clean Frypan 26cm Wajan Anti Lengket,material produk bagus.,Positive,Happy,5
Kitchen,Tefal Cook & Clean Frypan 26cm Wajan Anti Lengket,kualitas produk bagus.,Positive,Happy,5
Kitchen,Tefal Cook & Clean Frypan 26cm Wajan Anti Lengket,"rekomended seller, barang sesuai deskripsi tingga; dicoba saja, niceee",Positive,Love,4
Kitchen,Tefal Cook & Clean Frypan 26cm Wajan Anti Lengket,"packing rapi, suka barang bagus bgt, semoga awet",Positive,Happy,4
Kitchen,Tefal Cook & Clean Frypan 24cm Wajan Anti Lengket,"produk bagus, sesuai deskripsi ????",Positive,Happy,5
Kitchen,Tefal Cook & Clean Frypan 24cm Wajan Anti Lengket,kualitas produk bagus.,Positive,Happy,5
Kitchen,Tefal Cook & Clean Frypan 24cm Wajan Anti Lengket,material produk bagus. produk original,Positive,Happy,5
Kitchen,Tefal Cook & Clean Frypan 24cm Wajan Anti Lengket,"mantap, recommended seller",Positive,Love,5
Kitchen,Tefal Cook & Clean Frypan 24cm Wajan Anti Lengket,material produk bagus. kualitas produk bagus. produk original. ukuran produk sesuai. overall recomended ??????thx so much ???? ??,Positive,Love,5
Kitchen,Tefal Cook & Clean Frypan 24cm Wajan Anti Lengket,material produk bagus. kualitas produk bagus. ukuran produk sesuai. produk original.,Positive,Happy,5
Kitchen,Tefal Cook & Clean Frypan 24cm Wajan Anti Lengket,"pengiriman cepat, barang bagus semoga awet",Positive,Happy,4
Kitchen,Tefal Cook & Clean Frypan 24cm Wajan Anti Lengket,"respon cepat,packing pengiriman bagus buble wrap ny tebel jdi aman buat barangnya..saya suka.semoga barangnya awet brfungsi dgn baik..recomended seller...",Positive,Happy,4
Kitchen,Carote EW Wajan Penggorengan Anti Lengket (Frypan) Batu Granit - 20CM,material produk bagus. kualitas produk bagus. produk original. ukuran produk sesuai.,Positive,Happy,5
Kitchen,Carote EW Wajan Penggorengan Anti Lengket (Frypan) Batu Granit - 20CM,"cuakeeeep... maaf gapake poto.. barangnya oke, bahannya baguuusss??",Positive,Love,5
Kitchen,Carote EW Wajan Penggorengan Anti Lengket (Frypan) Batu Granit - 20CM,mantapppp.build qualitynya josss pertahankan,Positive,Love,5
Kitchen,Carote EW Wajan Penggorengan Anti Lengket (Frypan) Batu Granit - 20CM,"baguus banget, puaslah carote. ditunggu promo2nya lagi. makasih",Positive,Love,5
Kitchen,Carote EW Wajan Penggorengan Anti Lengket (Frypan) Batu Granit - 20CM,kualitas produk bagus.,Positive,Happy,5
Kitchen,Carote EW Wajan Penggorengan Anti Lengket (Frypan) Batu Granit - 20CM,material produk bagus. ukuran produk sesuai.,Positive,Happy,5
Kitchen,Carote EW Wajan Penggorengan Anti Lengket (Frypan) Batu Granit - 20CM,kualitas produk baik. pengiriman hanya box original pan-nya.,Positive,Happy,4
Kitchen,Carote EW Wajan Penggorengan Anti Lengket (Frypan) Batu Granit - 20CM,ukuran produk sesuai.,Positive,Happy,4
Kitchen,"Tatakan roda tabung gas elpiji, galon air,serbaguna troy MASPION","produk bagus, kualitas ok, kuat, pengiriman cepat, packing aman",Positive,Happy,5
Kitchen,"Tatakan roda tabung gas elpiji, galon air,serbaguna troy MASPION",sesuai pesanan. kualitas ??,Positive,Happy,5
Kitchen,"Tatakan roda tabung gas elpiji, galon air,serbaguna troy MASPION","bagus kokoh, enggak lari larian rodanya",Positive,Happy,5
Kitchen,"Tatakan roda tabung gas elpiji, galon air,serbaguna troy MASPION","ok barangnya. murah meriah, gampang pindah-pindahin gas, galon, dll",Positive,Happy,5
Kitchen,"Tatakan roda tabung gas elpiji, galon air,serbaguna troy MASPION","barang sampai aman cepat, rekomen skali produknya",Positive,Love,5
Kitchen,"Tatakan roda tabung gas elpiji, galon air,serbaguna troy MASPION","barang sampai dgn aman dalam kondisi baik, terimakasih. sukses selalu..",Positive,Happy,5
Kitchen,"Tatakan roda tabung gas elpiji, galon air,serbaguna troy MASPION","pas, bermanfaat rapi dapurnya.",Positive,Happy,4
Kitchen,"Tatakan roda tabung gas elpiji, galon air,serbaguna troy MASPION",barang bagus...pengiriman standar..packaging rapi....,Positive,Happy,4
Kitchen,KAZU KHL164 Spons Cuci Piring Dua Sisi Double Magic Dishwash Sponge - Abu-abu,fast response sponge juga bagus satu sisinya kasar material produk bagus.,Positive,Happy,5
Kitchen,KAZU KHL164 Spons Cuci Piring Dua Sisi Double Magic Dishwash Sponge - Abu-abu,kualitas produk bagus. produk sesuai,Positive,Happy,5
Kitchen,KAZU KHL164 Spons Cuci Piring Dua Sisi Double Magic Dishwash Sponge - Abu-abu,respon cepat & barang sesuai! sipppppppppp!,Positive,Love,5
Kitchen,KAZU KHL164 Spons Cuci Piring Dua Sisi Double Magic Dishwash Sponge - Abu-abu,material produk bagus. kualitas produk bagus. produk sesuai.,Positive,Happy,5
Kitchen,KAZU KHL164 Spons Cuci Piring Dua Sisi Double Magic Dishwash Sponge - Abu-abu,"barang sdh diterima sesuai deskripsi pengiriman cepat, thx",Positive,Happy,5
Kitchen,KAZU KHL164 Spons Cuci Piring Dua Sisi Double Magic Dishwash Sponge - Abu-abu,"nice product, thanks to seller, courier and tokopedia... success",Positive,Happy,5
Kitchen,KAZU KHL164 Spons Cuci Piring Dua Sisi Double Magic Dishwash Sponge - Abu-abu,respon cepat. barang sesuai deskripsi. busa cukup tebal. semoga awet.,Positive,Happy,4
Kitchen,KAZU KHL164 Spons Cuci Piring Dua Sisi Double Magic Dishwash Sponge - Abu-abu,"barang sdh diterima dalam kondisi baik, semoga bs berfungsi spt yg diharapkan, pengiriman cepat, tks seller",Positive,Happy,4
Kitchen,Dispenser Beras Tempat Wadah Penyimpanan Beras Rice Bucket E67/E79 - Biru-5kg,cepat pengirimannya..packing aman,Positive,Happy,5
Kitchen,Dispenser Beras Tempat Wadah Penyimpanan Beras Rice Bucket E67/E79 - Biru-5kg,barang diterima tanpa catat.. thanks yaaa,Positive,Happy,5
Kitchen,Dispenser Beras Tempat Wadah Penyimpanan Beras Rice Bucket E67/E79 - Biru-5kg,"respon seller cepat, packing aman, pengiriman cepat barangnya bagus ??",Positive,Happy,5
Kitchen,Dispenser Beras Tempat Wadah Penyimpanan Beras Rice Bucket E67/E79 - Biru-5kg,barangnya bagus terlihat mewah. designya juga keren. pengiriman cepat bungkus rapi,Positive,Happy,5
Kitchen,Dispenser Beras Tempat Wadah Penyimpanan Beras Rice Bucket E67/E79 - Biru-5kg,"bagus bgt, sesuai gambar, pngiriman jg cpt",Positive,Love,5
Kitchen,Dispenser Beras Tempat Wadah Penyimpanan Beras Rice Bucket E67/E79 - Biru-5kg,"barang sesuai gambar, packing rapi, pengiriman cepat",Positive,Happy,5
Kitchen,Dispenser Beras Tempat Wadah Penyimpanan Beras Rice Bucket E67/E79 - Biru-5kg,"pengirimannya sangat cepat, baru pesan kemarin langsung datang esok harinya. barangnya bagus, semoga kualitasnya juga, bisa awet.",Positive,Happy,4
Kitchen,Dispenser Beras Tempat Wadah Penyimpanan Beras Rice Bucket E67/E79 - Biru-5kg,lumayan barang berfungsi lucuuu,Positive,Happy,4
Kitchen,Onix Dispenser Galon Air Aqua Pompa Galon Automatic,produk berfungsi baik. produk sesuai. dipake.. makasih yaa,Positive,Happy,5
Kitchen,Onix Dispenser Galon Air Aqua Pompa Galon Automatic,barang sangat bagus ..............kualitas produk bagus.,Positive,Happy,5
Electronics,Sanken Rice Cooker 1 Liter SJ-203 Warna Random - Biru,"dikirim cepat wilayar jaksel, langsung dipakai den befungsi baik. recomended seller",Positive,Love,5
Electronics,EMOJI ALARM CLOCK - Jam Weker Alarm Digital Lampu Tidur Unik Anak - Putih,"barang sesuai deskripsi, recommended high quality product. seller: packaging ok",Positive,Love,5
Electronics,CIJI QC 3.0 Smart Charger Quick Charge 4 USB port - Putih,"pesanan dah sampai, barangnya original ??. barangnya mulus. warna sesuai pesanan. proses pesanan cepat. packaging rapi. packaging aman ??. bisa fast charging. kurir juga cepat, trims",Positive,Happy,5
Electronics,Oraimo Bundle 3pcs Kabel Data Micro USB Fast Charging Cable OCD-M29N,"pemrosesan serta pengiriman produk cepat, padahal bukan daerah jabodetabek. produk diterima sempurna, 3 buah micro usb data cable kualitas premium, bonus kartu perdana smartfren. trims",Positive,Happy,5
Electronics,VIVAN Kabel Data iPhone Lightning 1M Fast Charging 2.4A VXL100 - Biru,bagus kabelnya cepet buat ngecas jozz,Positive,Happy,5
Electronics,Kova Liko Kompor Listrik Mini Stove Moka Pot Seduh V60 Manual Brew - Hitam,barangnya original. hemat listrik. bahan kuat & awet. mutu terjamin sni. penjualnya ramah banget. packaging aman. proses pesanan cepat. gampang dipakai.,Positive,Happy,5
Electronics,Air Purifier Sanwoo 330,"trnyata tanggal merah tetap melayani pengiriman,dan benar lngsung dikirimkan by instant kurir...pelayanan respon juara...semoga awet fungsional",Positive,Happy,5
Electronics,TOLEDA HEADPHONE EXTRA BASS WITH MIC,"alhamdulillah, barang sesuai pesanan, suaranya jelas, ukurannya pas (bisa dipanjangkan), kabel tidak mudah putus (menggunakan kabel yg lebar)",Positive,Happy,5
Electronics,BARDI Smart LIGHT BULB RGB+WW 12W Wifi Wireless IoT - Home Automation,"seller ramahhhhh banget, fast respons menjawab pertanyaan buyer, buyer paham benar produk yg akan dibeli, pengiriman cepat, yg terpenting produknya bagus bgt, berfungsi normal, bisa atur semua warna termasuk rgb saat bermain putih saat bekerja, warna putih menyala terang, gampang connect wifi diatur handphone, aplikasi mudah digunakan, memang ga salah pilih bardi, yeayyyyy skrg kamar lampu rgb nya, suka bgt sama ambience",Positive,Love,5
Electronics,Kipas Angin Meja / Duduk NAGOYA (Desk Fan) 12in - NG12DF,gampang dirakit. desain elegan. penjualnya ramah banget.,Positive,Love,5
Electronics,PowerBank ROBOT 10000mAh RT180 Dual Input Port Type C & Micro USB - Hijau,"paket sudah diterima dalam kondisi aman, lengkap tanpa cacat. packing rapi aman pake bublewrap. berfungsi normal. ori masih segel harga bersahabat. seller ok, recomanded",Positive,Happy,5
Electronics,BASEUS TRUE WIRELESS BLUETOOTH EARPHONE MINI EARBUDS TWS WM01 - Ungu,barangnya original. garansi resmi. suaranya jernih. desainnya modern. nyaman dipakai lama. koneksi bluetooth kuat. material premium. baterai tahan lama. noise cancellation mantap. kabelnya kuat. bass-nya mantap. suaranya gurih. harganya terjangkau. value for money. koneksi apple lancar. koneksi android lancar. suaranya bersih. nggak kresek-kresek. penjualnya ramah banget. proses pesanan cepat.,Positive,Happy,5
Electronics,Set 2pcs LED Outdoor Solar Lampu Taman Tenaga Surya Waterproof IP65 - Putih,barang sudah diterima berfungsi baik. terima kasih,Positive,Happy,5
Electronics,Lampu LED 212 Lampu Taman Lampu Tenaga Surya Sensor Gerak - 100 LED,proses pesanan cepat. respon penjualnya top. packaging rapi.,Positive,Happy,5
Electronics,Bundling Speaker G2 Bluetooth Mega Audio Mg 2 & Holder Gurita HP,proses pesanan cepat. packaging aman ??. packaging rapi.,Positive,Happy,5
Electronics,EMOJI ALARM CLOCK - Jam Weker Alarm Digital Lampu Tidur Unik Anak - Putih,"barang pengiriman sesuai...suara alarm begitu kenceng. alarm clock agak mengarah keatas, jd display pd jam hanya akan terlihat lbh jelas bila posisi mata qta lbh tinggi dr posisi jam.",Positive,Happy,4
Electronics,Oraimo Bundle 3pcs Kabel Data Micro USB Fast Charging Cable OCD-M29N,pengiriman cepat. product aman. dicoba bisa charge. cm gak terlalu fast charging,Positive,Happy,4
Electronics,VIVAN Kabel Data iPhone Lightning 1M Fast Charging 2.4A VXL100 - Biru,"barangnya sangat berkualitas, akan tetapi pengirimnya agak lama, terima kasih.",Positive,Happy,4
Electronics,Kova Liko Kompor Listrik Mini Stove Moka Pot Seduh V60 Manual Brew - Hitam,"klaim produk order ditanggapi dg cepat, diganti sesuai dg kualitas yg baik.",Positive,Happy,4
Electronics,TOLEDA HEADPHONE EXTRA BASS WITH MIC,"barang bagus, pengiriman juga cepat. cuma minus packaging rapi (cuma pakai plastik. tapi rekomen buat harga segini.",Positive,Happy,4
Electronics,BARDI Smart LIGHT BULB RGB+WW 12W Wifi Wireless IoT - Home Automation,"mantab, produk sesuai deskripsi, material produk krg rapi, packing aman pengiriman cepat, thx seller",Positive,Happy,4
Electronics,Kipas Angin Meja / Duduk NAGOYA (Desk Fan) 12in - NG12DF,model warna aku suka tp pemasangan sedikit ribet moga ja awet,Positive,Happy,4
Electronics,PowerBank ROBOT 10000mAh RT180 Dual Input Port Type C & Micro USB - Hijau,barang mantapppp original robot. harga juga lumayannnn okeee,Positive,Happy,4
Electronics,BASEUS TRUE WIRELESS BLUETOOTH EARPHONE MINI EARBUDS TWS WM01 - Ungu,"bagus, original, suara lumayan, semua touch control berfungsi baik, batre lumayan awet.",Positive,Happy,4
Electronics,Set 2pcs LED Outdoor Solar Lampu Taman Tenaga Surya Waterproof IP65 - Putih,barangnya original. mutu terjamin sni. gampang dipakai. hemat listrik. modelnya keren. hemat listrik,Positive,Happy,4
Electronics,Lampu LED 212 Lampu Taman Lampu Tenaga Surya Sensor Gerak - 100 LED,"barangnya berfungsi baik, semoga baterainya awet",Positive,Happy,4
Electronics,Bundling Speaker G2 Bluetooth Mega Audio Mg 2 & Holder Gurita HP,proses pesanan cepat. packaging rapi.,Positive,Happy,4
Electronics,PINZY Portable Wireless Speaker T5 | Speaker Bluetooth mini,"sesuai harga , lumayan kencang speaker hp",Positive,Happy,4
Electronics,Headset Bluetooth I7S TWS Versi 5.0 Sport True Wireless Airpods i7s,harganya terjangkau. koneksi android lancar.,Positive,Happy,4
Electronics,Lampu LED Strip RGB 5050 IP44,"produk cepat sampai sesuai deskripsi, tapi chat slow respon overall bagus",Positive,Happy,4
Electronics,Oraimo Bundle 3pcs Kabel Data Micro USB Fast Charging Cable OCD-M29N,"kesel ama durasi pengirimannya doang, overall barangnya bagus kok",Positive,Happy,3
Electronics,VIVAN Kabel Data iPhone Lightning 1M Fast Charging 2.4A VXL100 - Biru,barang ok.. cuma proses kirim agak lama admin harus dichat dulu baru proses barang nya.,Positive,Happy,3
Electronics,Kova Liko Kompor Listrik Mini Stove Moka Pot Seduh V60 Manual Brew - Hitam,"barang sangat lama datang, sedikit penyot bagian lampu indikator, tapi alhamdulillah berfungsi dgn baik",Positive,Happy,3
Electronics,Bundling Speaker G2 Bluetooth Mega Audio Mg 2 & Holder Gurita HP,suaranya jernih tp keras casnya gk berfungsi tp gpp sy punya cas sndri proses pesanan cepat. packaging aman. packaging rapi.,Positive,Happy,3
Electronics,PINZY Portable Wireless Speaker T5 | Speaker Bluetooth mini,barangnya lumayan bagus hanya saja bass,Positive,Happy,3
Electronics,Headset Bluetooth I7S TWS Versi 5.0 Sport True Wireless Airpods i7s,bass tapi harganya terjangkau. proses pesanan cepat.,Positive,Happy,3
Electronics,Lampu LED Strip RGB 5050 IP44,solatip merekat tapi lampunya topp,Positive,Happy,3
Electronics,Kipas Angin Meja / Duduk NAGOYA (Desk Fan) 12in - NG12DF,"kipas ok, namun packingnya rusak, dosnya sudah terbuka.",Positive,Happy,3
Electronics,NO TOUCH BUTTON ACCESS DOOR LIFT TOUCHLESS INFRARED SENSOR 12V-24V - POLOS,ternyata kecil. belum pasang. semoga berfungsi baik.,Positive,Happy,3
Electronics,ezviz c6n 2mp wifi camera wireless garansi resmi Indonesia - C6N,"pembelian saya kedua kali, saat saya terima kondisi segel sudah terbuka kartu garansi beda 2 unit saya sebelumnya meskipun garansi resmi indonesia unit ip cameranya berbahasa indonesia serta kondisi unit bisa dinyalakan. saran saja sebelum barang dikirim disampaikan saja kondisinya supaya transparan.",Positive,Happy,3
Electronics,azdome dash camera 1080p dual camera with parking mode - M17Front,"full hd 2k hasil video masih noisy gak gitu jelas pun, harga rupa, overall masih acceptable range harga ini.",Positive,Happy,3
Electronics,Bardi Smart Home WIFI Window & Door Sensor - no hub required,aplikasinya gak bisa kelihatan kalo pintu lagi buka enggak.tapi automationnya lumayan lengkapnlah,Positive,Happy,3
