Category,Product Name,text_no_stop,Sentiment,Emotion,Customer Rating
Tour and Travel,Pullman Ciawi Vimala Hills Resort and Spa Hotel,order dua mantab,Positive,Love,5
Health,Sensi Convex Mask 4 ply Earloop / Masker Sensi 4ply - Putih,"pengiriman kilat, cepet banget nyampenya beli malem saat juga langsung dikirim. harga juga jauh lbh murah. terima kasih!",Positive,Love,5
Health,"FiveCare Duckbill Mask 3ply, Masker Five Care Duck Bill 3 Ply ORIGINAL - Abu-abu","barang bagus, packing rapi, pengiriman cepat",Positive,Happy,5
Phones and Tablets,KIVEE 10000mAh power bank cepat dengan indikator LED - Hitam,"penjual sangat fast respon, proses sampai pengiriman juga cepat. pelayanan produk sangat memuaskan.",Positive,Love,5
Party Supplies and Craft,ertas Kado Harvest / Wrapping Paper Brown Craft - Leaves,"produk ok ,sesuai pesanan,sudah langganan, pengiriman cepat, makasih store",Positive,Love,5
Other Products,Cerutu Argopuros Box Isi 24,paket gepeng gosend gak bener pelayanan bertanggung jawab done.,Negative,Anger,1
Kitchen,ES Rak Serbaguna Rak Dapur Tingkat Rak Kantor Rak Susun Rak 5 Tingkat - Silver,"hmmmm barang kokoh, tidak bisa utk menyimpan barang berat. doyong. kemahalan utk tingkat kekokohan seperti ini� sorry �",Negative,Sadness,2
Household,Payung Kapsul Payung Mini lipat 3 Micro Capsule Umbrella anti UV - Biru,barangnya buat kado bagus yg terima keliatan happy :) kualitas product bagus harga terjangkau! recomended,Positive,Love,5
Other Products,PIPET TETES 13cm,pipetnya tidak dikirim. .,Negative,Fear,1
Movies and Music,Joyo JCP-01 Capo Gitar Akustik dan Elektrik - Cokelat Kayu,baru 3 hari udh ga ngegrip,Negative,Fear,1
Automotive,Black Retrim - Penghitam Bodi Plastik Dasbor Motor Mobil Permanen,lama bgt,Negative,Anger,1
Tour and Travel,Sim Card Eropa 30 Hari | Europe Simcard 30 Days Include Swiss - 8GB,pesanan cpt diproses sy sdg pakai simcard eropa. signal bagus. recommend bgt.,Positive,Love,5
Phones and Tablets,"KABEL DATA LED BASEUS HALO FAST CHARGING IPHONE/MICRO USB/TYPE-C 1M - Hitam, TYPE C","seller very slow response, semua step selalu last minute baru lanjut. ketika official store lain, hanya butuh 1-2 maks 3 hari barang sampai setelah order, baru diterima setelah 5 hari",Negative,Sadness,3
Carpentry,Angle Grinder / Mesin Gerinda Tangan Orion - HG-954,"mesin kasar, pelayanan",Negative,Fear,1
Books,Buku TOEFL CLIFFS. Buku TOEFL CLIFF,awal saya chat seller sudah kecewa seller sangat tidak ramah. ketika barang datang saya kecewa melihat pengemasan hanya menggunakan kertas bekas 1 lapis plastik. buku yg dalam pun dalam kondisi kotor.,Negative,Sadness,1
Beauty,NEW ARRIVALS RAK KOSMETIK MULTIFUNGSI RAK KOSMETIK 3 LACI KOTAK MAKEUP - Putih,"diluar expektasi saya,, benar benar ukuran super mini, tidak bedanya box, kontener yg pasar, yg 3, tingkt, cma space, diatas ,itu saja kelebihanya, saya ukur lebarnya cuma sejengkal ,antar jempol ibu jari jari tengah ,,benar benar kecil.. harg lumayan mahal..??????????????????",Negative,Anger,1
Toys and Hobbies,PVC Figure Tanjiro Kamado - Vibration Stars (15cm),bagus bgt sumpah...harga juga murah bgt,Positive,Love,5
Men's Fashion,Kaos Kaki Hitam Polos Kerja Pria Premium LAF Project - Hitam,"kali 2 pesen kaos kaki disini, bahan bagus enak banget dipakai. harga super terjangkau pengiriman cepat",Positive,Happy,5
Computers and Laptops,Thermal Grizzly Kryonaut Thermal Paste 1 Gram cooler ORIGINAL - KEMASAN BARU,barang kw jangan beli disini,Negative,Anger,1
Phones and Tablets,"KABEL DATA LED BASEUS HALO FAST CHARGING IPHONE/MICRO USB/TYPE-C 1M - Hitam, TYPE C","awalnya seneng barang cepat sampai bagus, ternyata belum sampai sebulan sudah rusak ga bisa dipake lg ??",Negative,Sadness,1
Gaming,Fantech REVOLVER GP12 Gaming Controller Gamepad Joystick USB,"barang sampai aman walau pengiriman antar pulau. review 3 hari pemakaian: kualitas ngagetin range harga segini, apalagi saya beli saat diskon 43%. tombolnya tinggi, tactile, analognya responsif sensitif, l-r3-nya clicky, trigger bumper enak dipencet, linear triggernya juga beneran fungsi, ga cuma embel-embel nama, rumble getarnya juga fitur tambahan bagus. build qualitynya terasa premium, ga kopong, body doff finish enak dipegang, kabelnya juga braided. tapi layoutnya lumayan lebar, agak sulit buat tangannya kecil, d-pad-nya sayangnya juga bukan terbaik buat jempol lu kelamaan pake, karna pinggirannya tajem sama bentuknya salib rada renggang bagian serong, jempol lu bakal terasa sakit kalo terusan geser-geser mencet d-pad-nya, apalagi saya prinegativei pakai controller buat main game gelut. walau gitu saya ga nyesel beli ini, range harganya, kualitasnya tetep ngangetin, setara controller konsol ori. recommended product.",Positive,Love,5
Phones and Tablets,MILS Paperlike Matte Anti Gores iPad 8 10.2 Pro 11 Air 3 10.5 4 10.9 - iPad 10.9/11,produk ok. cuman teksturnya terlalu kasar. overall positive. thanks seller,Positive,Happy,4
Carpentry,Cat tembok Interior Nucolour 25 kg tidak ngapur,"mantap, sesuai, cepat sampai, kualitas cakep juga",Positive,Happy,5
Tour and Travel,Royal Tulip Gunung Geulis Resort and Golf,lancaaaaarr semuanya. kamarnya bagus. terimakasih banyak yaaaaa ????,Positive,Love,5
Computers and Laptops,"RB - C78 Meja Laptop Lipat Portable Meja Belajar Anak Multifungsi Anti - POLOS, 03",biarkan gambar bercerita.. pesan 20 bh yg rusak 10 bh.. jgn percaya balasan pembelaan apapun seller tidak amanah.. alasan rusak expedisi padahal bisa dilihat sebagian letak cacat 100 % bukan expedisi sebagian yg lain kalaupun expedisi ceroboh packingan tanpa kardus satuannya bubble juga tipis sekali lewat seadanya tanpa tempelan fragile padahal sudah pesan bubble kardus tambahan.. seller berusaha dilimpahkan biar diganti asuransi untung sudah diviseo unboxing ditolak jg dr expedisi.. saya tidak pernah cerita panjang lebar ulasan. tapi berhubung demi kenyamanan buyer lain utk pertimbangan.. bacalah ini.. waspadalah waspadalah tidak itikad baik berusaha lepas tangan bahaya bisa rusak tokopedia kalau banyak seller begini.. sudah dikasih note sewaktu proses sudah juga dichat dulu sebelum kirim utk hati hati mau utk dijual lagi.. sudah ajukan resolusi pengambalian dana tokopedia tp dialihkan asuransi.. utk akhirnya tetap tokopeda refund dana. trims admin,Negative,Fear,1
Men's Fashion,"Sepatu Boots AP Ultraflex Motor Outdoor Kebun Anti Air By AP Boots - Hijau, 40",minta size 43 42 40 dikirim 42 semuanya tanpa konfirmasi dahulu,Negative,Sadness,3
Computers and Laptops,MOUSEPAD GAMING FANTECH FIREFLY MPR800s RGB,mantap banget kualitasnya gak usah diragukan lagi,Positive,Love,5
Muslim Fashion,"sarung instan anak laki laki usia 10-13 tahun - Pilih Motif, Size M",positive sesuai pesanan terima kasih pas ank sya suka,Positive,Love,4
Property,Jasa Duplikat Kartu Akses Apartemen/ Hotel - Polos,selalu puas...mantab,Positive,Happy,5
Household,Alat PEL Lantai Otomatis SAMONO Clear Mop Alat Pel Praktis SCM004,"ringan bgt, enak dipakainya batang pel kokoh. ga nyangka harga semurah tp kualitasnya bagus bgt. pel an bs mutar 360 derajat, bikin gampang ngepelnya, ga harus manuver belok2 bikin pegal",Positive,Love,5
Other Products,"FULL SET BAKO BERKUALITAS AA, ALAT SLOROK BIRU - MlllLL BIASA",mantappppp,Positive,Love,5
Women's Fashion,Daster Bali / Dress Bali / Daster Pelangi Jumbo fit to XXL,tak sesuai gambar. gada dijahit cuman disambung pake obras. bahannya tipis. kecewa,Negative,Sadness,1
Muslim Fashion,sejadah travel serut - Biru,barangnya bagus harganya murah,Positive,Happy,5
Men's Fashion,Sarung Tangan Oakley v.2 Motor Tactical Half Gloves Army Military - BL - Hitam,"barang tidak sesuai, yg dipesan sarung tangan n yg dikirim peluru... tolong teliti merespon pesanan....",Negative,Sadness,1
Computers and Laptops,SanDisk Ultra MicroSD 32GB A1 microSDHC UHS-I micro sd - No Adapter,"kartu sd cuma 29,71 gb, katanya official, tapi malah mksofficial. kecewa, tidak original.",Negative,Sadness,1
Beauty,NEW ARRIVALS RAK KOSMETIK MULTIFUNGSI RAK KOSMETIK 3 LACI KOTAK MAKEUP - Putih,"packingnya cuma kardus aja, bagian laci yg pecah",Negative,Sadness,2
Kids and Baby Fashion,Jam Tangan Anak Imo Z6 Imoo Dua Kamera Smartwatch Anak Imo Imoo Kidz - Biru Muda,sudah 3 kali ganti kartu.. sinyalnya tidak terus.. sekali sinyal ngak bisa telp menerima telp.,Negative,Sadness,2
Automotive,3M Smart Sponge (Spon Cuci Mobil 3M) size: 10 cm X 15 cm,"baru kali beli toped pelayanan mengecewakan sekali, jasa pengiriman diganti tanpa pemberitahuan, akhirnya pengiriman telat. payah.",Negative,Sadness,1
Other Products,PACKING DUS + BUBBLE - TAMBAHAN DUS + BUBBLE,jelek sekali packingnya...hand body saya tumpah...,Negative,Anger,1
Muslim Fashion,HIJAB SEGI EMPAT AUTHENTISM BASIC RACHITA VOAL/LAMINA VOAL / ULTRAFINE - TALYA,ternyata tipis bahannya,Negative,Sadness,3
Electronics,4Connect Bluetooth Audio Receiver Dongle with MP3 Player and FM Radio,"pengiriman cepet, tapi qualitas barangnya jelek, kekuatan baterai cuma bertahan 30-40 menit, klo dicas suara berdesis.",Negative,Anger,2
Office & Stationery,Lakban Solatip Isolasi OPP Bening 2 Inch 45mm x 90 Yard 45micron MURAH - 90yard - 70m,"nipu,ini mah bukan 90 yard wkwkwk kaco",Negative,Anger,1
Kitchen,GM Bear Set Pisau Dapur isi 5pcs Hitam 1083-Pisau Set 5 Pcs,barang biasa ...bahan bgitu bagus,Negative,Sadness,2
Kids and Baby Fashion,V019 Tali Strap Kalung Rantai Masker Anak motif LUCU Unik - V019-Sun MIX,"bagus, pengiriman jg cepat, enak dipakai anak, ringan..",Positive,Happy,5
Books,Hyouka,beberapa kalimat kosong. saya cukup kecewa hal sangat menggangu saya ketika membaca.,Negative,Sadness,3
Electronics,IWARE ZJ-5809 MINI PORTABLE BLUETOOTH THERMAL PRINTER PPOB/KASIR 58MM,"mantap barang cepet sampenya, seller positive respon harga pass kualitas oke rekomen banget pokoknya",Positive,Love,5
Men's Fashion,Baseball cap : KAIRUI - Topi Baseball Topi Quick Dry Topi Olah Raga - BLACK,"tampilan si ok banget tapi bahan tipis banget, masa baru dipake (pemakaian normal) dua minggu jahitannya sobek sendiri..",Negative,Anger,2
Party Supplies and Craft,lilin angka gold / Lilin Ultah emas / Lilin Angka ulang tahun gold - tiga,"puas banget, sempet error kurir & mau pake gercep, seller respon bgt & sama2 cari solusi. order ulang & ga pelit, yg dikasih tambahan dikit2.. makasi kak. jaya selalu tokonya ??",Positive,Love,5
Muslim Fashion,"sarung instan anak laki laki usia 10-13 tahun - Pilih Motif, Size M",baguusss sarungnya,Positive,Love,5
Party Supplies and Craft,"PAPER TRAY TATAKAN MAKAN KERTAS / PIRING KERTAS UNTUK RESTORAN CAFE - Cokelat, 12x12 cm",produk sangat baik pengemasan rapi,Positive,Happy,5
Party Supplies and Craft,Lem Balon / Perekat Balon / Ballon Glue,luar biasa mantap smuanya oke pesta saya yg sederhana sekarang rame sejak order disini terima kasih seller tokped atas kirimannya,Positive,Love,5
Carpentry,Sticker Wallpaper Dinding 3d Foam Bata Putih dekorasiWallpaper Dinding - Putih,sudah dipasang & bagus deh....,Positive,Happy,5
Phones and Tablets,Kabel Data Iphone Original Ori Cable Data Ip 6 6plus 7 7plus 8 8plus,barang cet sampai thanks seller fast respon,Positive,Happy,5
Carpentry,Kepala Portable Gas Torch Flame Gun Las Blow Torch Pematik Gas.,lamaa pengiriman,Negative,Sadness,1
Computers and Laptops,SanDisk Cruzer Blade 16GB CZ50 Flashdisk,"barangnya sudah sampai, cepet banget. recommended lah. tengkyuuu",Positive,Love,5
Computers and Laptops,Cooler Master Notepal CMC3 Silent Fan Laptop Cooling Pad,kecewa parah nggk berkah jualan gitu,Negative,Sadness,1
Electronics,Kipas Angin Meja / Duduk NAGOYA (Desk Fan) 12in - NG12DF,gampang dirakit. desain elegan. penjualnya ramah banget.,Positive,Love,5
Electronics,PRINTER KASIR/PPOB THERMAL 58MM PANDA PRJ-R58D ANDROID (USB+BLUETOOTH),alhamdulillah bos barangnya sesuai pesanan nyampe dalam waktu 3 hari luar biasa terima kasih banyak semoga lancar jaya teman-teman jangan ragu belanja toko terima kasih,Positive,Love,5
Household,MINISO Tempat/ Tong Sampah Plastik Meja Mini Trash Bin Garbage - Hijau,"kualitas product bagus. material bagus. recomended. terimakasih tokopedia miniso saya dapat tong sampah plastik gratis semoga berkah saya tokopedia miniso . tong sampah sampai dalam keadaan utuh masih bagus serta nyaman digunakan mungil juga bahan lembut soft doft yaa, kalau dimainkan anak tidak akan melukai apabila tidak rusak seperti pecah semoga awet menemaniku sampai hari akan datang .",Positive,Happy,5
Kids and Baby Fashion,V019 Tali Strap Kalung Rantai Masker Anak motif LUCU Unik - V019-Sun MIX,"pengiriman lama sekali, diconfirm tdk dibalas pdhal online. negative service..",Negative,Anger,1
Sport,Premium Skipping Rope Svarga 3 Meter | Tali Skipping Speed Rope - Ungu,padahal gw uda kasih note warna merah gw chat kepenjual juga dateng malah warna ungu! error jual kesel gw,Negative,Anger,1
Camera,Tripod weifeng 3120A bisa untuk hp dan kamera - 3113,"kaki tripod rusak, tdk bs terkunci, angkat lsg turun",Negative,Sadness,1
Books,"Buku Anak, Buku Cerita Bergambar Seri Mengenal Hewan Bilingual Murah",bagus bgt bukunya. suka. makasih,Positive,Love,5
Sport,Premium Skipping Rope Svarga 3 Meter | Tali Skipping Speed Rope - Ungu,padahal gw uda kasih note warna merah gw chat kepenjual juga dateng malah warna ungu! error jual kesel gw,Negative,Anger,1
Mother and Baby,Nestl� LACTOGROW 4 Happynutri Vanilla Susu Anak 3-5 Tahun Box 1Kg,"cukup sekali beli disini.. barang baru dikirim setelah 3 hari order, chat gak direspon, packaging terkesan asal.. cukup tau aja..",Negative,Fear,1
Health,Blackmores Bio C 1000mg (90),bagus packing barangnya,Positive,Happy,5
Beauty,L'Oreal Paris Revitalift Crystal Purifying Micellar Water Oil Free - 400 ml,baru mau nyoba varian micelar water .. semoga cocok kayak varian micro essence loreal .. dapat harga diskon pulak .. makin cintaaa .. pengiriman juga aman tepat waktu .. terimakasih tokped loreal ??,Positive,Love,5
Animal Care,FLASH SALE - Makanan Kucing Bolt Repack 1KG - IKAN,duanya lagi goib,Negative,Anger,1
Other Products,Packing Dus,packing tidak sesuai deskripsi ....kardussss bekassssss,Negative,Anger,1
Office & Stationery,Deli Meteran Mini Plastik bahan pita fiberglass tidak mudah kerut 8214,"seller busuk, packing sembarangan ga niat, info produk nipu.. blgnya 7.5m tp kenyataannya 1.5m, jujur dikit bos kl jualan",Negative,Anger,1
Health,Imboost Tablet Daya Tahan Tubuh - 1 Strip @10 Tablet,original mantappss,Positive,Love,5
Animal Care,Sisir Bulu Hewan Anjing Kucing - Premium Auto Clean Dog Slicker Brush - Hijau,suka bngt ... bner2 kepake ga sia2 beli,Positive,Love,5
Health,Champs Multivitamin Pineapple Berhadiah AR Coloring Book (30 x 1Botol),tapi ga dapat bonusnya huhu,Negative,Sadness,3
Women's Fashion,Daster Bali / Dress Bali / Daster Pelangi Jumbo fit to XXL,"sesuai foto, sampainya cepat yg dijadwalkan",Positive,Happy,5
Kids and Baby Fashion,"Legging Stripe Anak Perempuan 7 - 13 Th / Leging Strip / Lejing Polos - Hitam, polos",barang sudah sampai sesuai pesanan recommended,Positive,Love,5
Women's Fashion,Masker strap / Tali Masker / Aksesoris masker Korea - type Banding - 3.Red,"baru mau pake, clipnya copot",Negative,Sadness,3
Toys and Hobbies,Kuy Cartridge Original - V2,maaf tapi sy aga kecewa ga seperti yg sudah2 bli ko polos gada tulisan kuy /movi gayakin asli skali lg mohon maaf tapi ulasan jujur saya,Negative,Sadness,2
Movies and Music,pad drum 10 inchi murah,"pengirimannya cepat, tapi barangnya bruntusan gitu. teman saya juga beli drum pad bahan karet malang tapi alus kok, yg saya beli malah bruntusan begitu. ekspetasi saya tadinya bagus malah dapatnya yg jelekkan. tdk sesuai foto yg pajang penjual.",Negative,Fear,1
Animal Care,MAKANAN KUCING BOLT REPACK 1KG - PRODUK ASLI - IKAN 800 GR,"kecewa, respon tokonya lama....pengiriman sameday, order sebelum jam 12 malah kirim besoknya, chat pagi dijawab malam. kapok",Negative,Sadness,1
Property,Jasa Duplikat Kartu Akses Apartemen/ Hotel - Polos,"puaasss selalu langganan disini bikin duplikat akses ku , proses cepat , eh bonus juga , terima kasih kak ??",Positive,Happy,5
Women's Fashion,"Nathalie Kaos Dalam Tanktop Wanita Camisol 1 PCS Color NTA 428 - Hitam, L","barang -1, chat no resp",Negative,Fear,3
Beauty,Madame Gie Nailmoji Nude Series (Satuan) - Shimashima,"warnanya soft,baguus sukaaa harga terjangkau buat ganti2 warna kuku ????",Positive,Happy,5
Kitchen,Matougui Botol Minum A36321-3 500ml Termos Vaccum Cup Panas Dingin - Biru,barang tidak sesuai gambar. payah,Negative,Anger,2
Office & Stationery,Ball Pen Pulpen Pena Joyko BP-273 Zeto 0.7 mm 1 Box 12 Pcs,barang tidak sampai. tdk solusi,Negative,Fear,1
Gaming,Nintendo Wii + 32 GB Flash Disk Full Games + 2 Wiimote + Nunchuck,"colokan adaptor mengalami kerusakan, respon seller butuh berhari2, diajak diskusi cara memperbaiki sendiri tidak dibalas, akhirnya repair sendiri",Negative,Fear,2
Kids and Baby Fashion,"Celana pendek anak laki laki motif polo oshkosh umur 1 - 12 tahun - S, Random","cakep.. beneran pas buat anak aq sesuai umur, next order lagee",Positive,Love,5
Movies and Music,Mic Karaoke Mikrofon Wireless Bluetooth WSTER WS 858 WS-858 Mic Smule - Hitam,mic gak respon,Negative,Fear,1
Precious Metal,WW additional PICTURE,"bagus, pengiriman cepat",Positive,Happy,5
Household,Rak Sepatu Amazing Multifungsi Shoes Rack & Gantungan Hijab - HITAM - Putih,bahan sangat mudah bengkok pdhl hanya sepatu & sambungan mudah lepas.,Negative,Sadness,3
Men's Fashion,"Piyama Pria Dewasa | Baju Tidur Laki laki Dewasa | Bahan katun Satin - Abu-abu, XL","repeat order! seller komunikatif, pengiriman cepat, fast response...",Positive,Happy,5
Automotive,KIT Auto Glass Cleaner Pump 500mL - Pembersih Kaca Mobil,memuaskan dalam pengiriman,Negative,Sadness,1
Toys and Hobbies,UNO Card,"yg bikin kecewa pesen 6 items yg nyampe cuma satu. masih saya tunggu kekurangan barangnya uno stacko kayu, uno card 2pcs werewolf 2pcs. kalau tidak tolong refund uangnya.",Negative,Sadness,1
Sport,PREMIUM CELANA PENDEK LARI TRAINING GYM OLAHRAGA ZIPPER POCKET CASUAL - S21 BLACK M,fitting tidak sesuai dgn celana pendek umumnya.,Negative,Fear,2
Kids and Baby Fashion,"MINIBOUBOU Unisex Short Playset Safari - Elephant, M (1-2Y)",bahanny ga enak,Negative,Sadness,3
Household,COOGER Rak Jemuran Stainless Steel 4 Susun Rak Pengering Serbaguna,barang dikirimkan tidak dapat berfungsi baik. 6lonjor pipa pendek sehingga tidak dapat dipasang. baut juga tidak lengkap,Negative,Fear,1
Animal Care,MAXI Cat Food repack 500 gram & 1kg chicken tuna - Makanan kucing - 1 kg,"pembelian 2 beda 10 hari aja, kenapa pelet maxi beda ya, kecil2 dr biasanya warna gelap. aroma juga beda.",Negative,Fear,2
Movies and Music,Selang Pianika Yamaha,"barang berfungsi dgn baik, pengiriman super cepat",Positive,Happy,5
Muslim Fashion,Dua Jilbab Voal Umama Azara part 3,"brg blm sampe, blm diterima. tp diaplikasi uda selesai aja. aneh",Negative,Anger,1
Body Care,Kahf Revered Oud Eau de Toilette 35 ml,"baunya gak enak, siapa rancang? suruh belajar coba parfum2 yg enak",Negative,Anger,1
Other Products,BUBLE EXTRA,pakai esktra bubble bayar ternyata saat dikirim tidak diberi bubble,Negative,Anger,1
Office & Stationery,Lakban Bening KSATRIA Tape 200 Yard,terbaik pokoknya. packing lakban doang rapih banget. keren ?? lakbannya juga rekat banget,Positive,Love,5
Animal Care,ARTEMIA HIDUP SEGAR PAKAN MAKANAN IKAN BURAYAK TERUMBU KARANG,artemia dtg byk yg mati,Negative,Fear,3
Beauty,Garnier Men Acno FIght Wasabi Foam 100ml (Twin Pack),mantap datang lengkap sesuai orderan saya. saya puas belanja disini selama dapat cashback gede ??,Positive,Happy,5
Sport,ALAT BANTU SIT UP/PENAHAN KAKI SIT UP/SIT UP STAND/HOME FITNESS - Hitam,kualitas bahan tinggi ??. packing aman ??. dijamin termurah. produk nyaman & mudah dipakai.,Positive,Love,5
Kids and Baby Fashion,Tas Sekolah Anak Laki Laki Sd Smp Gr RW402 Backpack Sekolah - Hijau,"barang bagus sesuai harga, fast respon",Positive,Happy,4
Phones and Tablets,Earphone I Earbuds I Headset Gaming with Mic JETEX HX8 - Garansi Resmi,dapat bekerja baik nyaman kuping. bassnya mantaap.,Positive,Love,4
Animal Care,Burung Lovebird Josan,pengiriman express...burungnya lincah banget..top markotop...,Positive,Love,5
Gaming,Kabel USB / Kabel Charger Stik/ Stick PS3 OP - 30cmdata+charge,barang sesuai pesanan..udh coba oke...packing rapih..mksh..,Positive,Happy,5
Property,BELI 3 POHON BONUS 2 POHON platycerium ridleyi,keren. barang kirimannya seger2.,Positive,Love,5
Women's Fashion,Masker strap / Tali Masker / Aksesoris masker Korea - type Banding - 3.Red,"bgs, cepat respon pengirimanny",Positive,Happy,4
Kids and Baby Fashion,"Legging Stripe Anak Perempuan 7 - 13 Th / Leging Strip / Lejing Polos - Hitam, polos","pengiriman cepat, produk nyaman buat dipakai dirumah.",Positive,Happy,5
Household,MINISO Penutup Mata Eye Cover Eye Mask Tidur Masker Sleeping - Dog,"produk berfungsi baik, harga sesuai kualitas baik. packing rapi banget proses pengiriman juga cepat, seller sangat responsif ramah, pesanan juga sesuai tidak sedikitpun, semoga awet :) terimakasih banyak :)",Positive,Love,5
Muslim Fashion,Jilbab Pashmina Plisket Diamond Hijab Pasmina Lipit ORI Murah Kekinian - Army,jahitan rapi. modelnya cantik ??. warnanya cantik ??.terimakasih kk,Positive,Love,5
Kids and Baby Fashion,"Legging Stripe Anak Perempuan 7 - 13 Th / Leging Strip / Lejing Polos - Hitam, polos","sesuai deskripsi, yg katanya muat 7-13 tahun, anak 10 tahun kekecilan. panjangnya juga bukan 78, hanya 75.",Negative,Fear,3
Computers and Laptops,SSD 256GB RX7 SATA,"gmn, ssd gak bisa pake.... sy minta ganti...",Negative,Anger,1
Automotive,TATAKAN DUDUKAN PLAT NOMOR MOBIL MODEL ASTRA 46 CM / Frame bracket,produk gak dikirim,Negative,Anger,1
Books,Buku Bisnis Terbaik dijual Online - Business is FUN! by Coach Yohanes,"bukunya original, bagus tidak cacat. sayangnya saja respon penjual lama sekali, bahkan tdk respon.",Negative,Sadness,3
Beauty,MAKE OVER Powerstay Transferproof Matte Lip Cream 7 g - Lip Cream - B03 Hype,hasilnya tahan lama. desainnya mewah.,Positive,Happy,4
Food and Drink,DIMSUM SEHAT DAN HALAL,enak banget. bikin ketagihan,Positive,Love,5
Automotive,Bubble Wrap Plastik Pembungkus Helm,ampas,Negative,Anger,1
Movies and Music,"Stand Mic Meja klip / Boom Arm Microphone suspension Podcast,Gaming","nyampenya cepet, kualitas seusai",Positive,Happy,4
Kids and Baby Fashion,Celana Pendek Anak Laki Harian hawai 7-10 tahun Murah - RANDOM,bahan agak panas dn warnanya ga cocok,Negative,Sadness,2
Carpentry,lem sepatu premium kuat dan mantap - Kuning,tidak seperti yg diperkirakan sebelumnya. baik pakai aica aibon.,Negative,Fear,1
Other Products,"FULL SET BAKO BERKUALITAS AA, ALAT SLOROK BIRU - MlllLL BIASA",mantappppp,Positive,Love,5
Computers and Laptops,MOUSEPAD GAMING FANTECH FIREFLY MPR800s RGB,mantap banget kualitasnya gak usah diragukan lagi,Positive,Love,5
Sport,PAKET Senter Kepala / LED Headlamp Cree XM-L T6 5000 Lumens,saya nanya baik ga niat komplain jg tp dijawabnya kok gini bgt sangat ga ramah sombong sekali,Negative,Anger,1
Sport,BAM Pengeras Aroma Tawar 100Gram,joss produknya.. toko respon cepat,Positive,Happy,5
Health,10ml Lemongrass Essential Oil | Minyak Sereh Dapur 100% Murni,"barang sesuai pesanan, diantar sesuai waktu yg dijanjikan, recommended seller!",Positive,Happy,5
Women's Fashion,BA24 Dompet Pendek Wanita Original Baellery Stylish Wax Leather - red,"coklat asli, hitam ga tau asli apa palsu ya..... yg hitam beli disini bahan kaku, embos ga dalam, saku uang hanya 1 tdk 2 seperti yg coklat..... pokoknya beda banget sama yg coklat yg bahannya halus lentur jahitan rapih....",Negative,Sadness,2
Health,ONEMED - Masker Earloop 3 Ply Medis | Surgical Mask - Hitam,"terlalu tipis, tali earloop longgar",Negative,Sadness,2
Automotive,HARGA TERMURAH BAN MAXXIS EXTRAMAXX 90/90-14 M6234 TUBELESS,sudah diterima baik mantafffffffffffff,Positive,Love,5
Electronics,Fantech TONE HQ52 Headset Gaming Mobile - HQ52PLUS,"saran buat toko,kalau bisa pengiriman jangan lewat antaraja . kalau bisa disarankan pegiriman lewat yg lain",Negative,Fear,1
Kids and Baby Fashion,"OVIKIDS - Jeans Anak Skinny 123/468/81012 Unisex (2-6/7Th) - Biru, 1",ukuran sesuai. bahannya tebal. packaging-nya rapi. respon penjualnya top.,Positive,Happy,5
Mother and Baby,Kodomo Baby Tisu Basah Anti Bacterial 50 sheets,dikirimnya lamaaa,Negative,Anger,2
Toys and Hobbies,SK-M6 Mainan Tenda Anak Terowongan 4 in 1 + Kolam + Ring Basket Mainan - TENDA 4IN1 MERA,"jualan kok ngotottt, nggak laku toko bang?",Negative,Anger,1
Sport,XM-L T6 Senter Kepala 3 Lampu LED New Brand Headlamp XML,"sangat kecewa baru buka kotaknya sudah pegangan karet kepalanya patah, dua saya mau ngecas batrai pengecasannya konslet untung tidak terjadi kebakaran, sangat2 kecewa berbelanja sini",Negative,Sadness,1
Office & Stationery,Isi Ulang Tinta Permanent / Refill Ink Spidol Snowman Permanen Marking - Hitam,"packing rapi, kualitas produk ok, pengiriman sangat cepat, respon seller ok",Positive,Happy,5
Camera,Mini Photo Studio Box Folding Kotak Tempat Foto Portable with LED,"miniboxnya ok lampu led berfungsi menyala semua , tapi kabel usbnya bengkok ga bisa masuk kepala charger tidak bisa berfungsi baik saya pakai kabel charger hp, saya komplain maksud tinggal kirim saja kabelnya tapi malah minta bukti unboxing memang saya youtuber hrs video unboxing klo belanja online, fyi kemasan ekspedi baik tidak rusak klo masalah didalemnya bengkok saya gak tau,",Negative,Fear,1
Camera,MagicBox Midio Portable Mini Photo Studio Light Box,"jujur kecewa, 1. pengiriman sangat terlambat. 2. lampu led kualitasnya sangat buruk, pakai 15 menit langsung mati, tak terpakai lagi. 3. akrilik hitam seperti dijanjikan tidak ada. 4. harga rupa.5. it's a negative negative deal afterall.",Negative,Fear,2
Kitchen,Oxone OX-605 Pisau Dapur Black Marble Knife Set,"kemasan kotaknya yg penyok robek, tp pisaunya aman. padahal mau buat hadiah temen",Negative,Sadness,3
Men's Fashion,Bitzen Ikat pinggang pria model rel sabuk gesper kulit men belt - 11,"ikat pinggangnya sendiri baiklah. masalah kepala ikat pinggangnya. saya terima dibeberapa bagian cat mengelupas. hal lain, setelah dipake, susah dilepas, ungkitan menaikkan penahan ikat pinggangnya tidak mau terangkat. repot saat mau ganti pakaian.",Negative,Sadness,3
Other Products,Busa Filter Ukuran MILD,not recommended seller,Negative,Fear,1
