Category,Product Name,Location,Price,Overall Rating,Number Sold,Total Review,Customer Rating,Customer Review,Sentiment,Emotion,text_len,text_norm,text_no_stop
Carpentry,YJ-01 Nano Spray Gun Disinfectant Wireless 800 ml,Jakarta Utara,115000,4.7,3483,1486,1,Kecewa sekal,Negative,Sadness,2,kecewa sekal,kecewa sekal
Mother and Baby,"CUIT Setelan Pendek Celana Pendek BLOCK COLOR - Merah, 15",Kab. Bandung,117000,4.9,2194,870,5,barang bagus dan pengiriman cepat,Positive,Happy,5,barang bagus dan pengiriman cepat,barang bagus pengiriman cepat
Beauty,IKAT RAMBUT KOREA TOWEL RING SET ISI 40 PCS - All black,Jakarta Barat,7800,4.9,2221,614,5,murah banget. kualitas bagus. nyaman dipake,Positive,Happy,6,murah banget. kualitas bagus. nyaman dipake,murah banget. kualitas bagus. nyaman dipake
Food and Drink,Korean Sweet Potato Bread - Classic Cheese Roti Ubi Carlino Bakes,Jakarta Pusat,90000,4.8,7151,2412,1,"Pesan kurir instan, posisi rumah saya di bintaro jaksel, kurirnya malah kearah bekasi. Penjual bilang tukang gojeknya ambil jalan alternatif...??? Helllooowwww???!!! Begitu kurirnya (ojek online) sampe rumah katanya nganterin orang tuanya ke tukang urut! tolong lah lain kali penjual pastikan kalo barang langsung diantar oleh kurir yg ambil! apalagj kurir instan!!!! jangan lepas tangan! saya pesan kurir instan untuk menjaga kualitas makanan terjaga!!! ini barang sampai rumah seal sudah tidak rapat!!!",Negative,Anger,71,"pesan kurir instan, posisi rumah saya di bintaro jaksel, kurirnya malah kearah bekasi. penjual bilang tukang gojeknya ambil jalan alternatif...??? helllooo <URL> begitu kurirnya (ojek online) sampe rumah katanya nganterin orang tuanya ke tukang urut! tolong lah lain kali penjual pastikan kalo barang langsung diantar oleh kurir yg ambil! apalagj kurir instan!!!! jangan lepas tangan! saya pesan kurir instan untuk menjaga kualitas makanan terjaga!!! ini barang sampai rumah seal sudah tidak rapat!!!","pesan kurir instan, posisi rumah saya bintaro jaksel, kurirnya malah kearah bekasi. penjual bilang tukang gojeknya ambil jalan alternatif...??? helllooo <URL> begitu kurirnya (ojek online) sampe rumah katanya nganterin orang tuanya tukang urut! tolong lain kali penjual pastikan kalo barang langsung diantar kurir yg ambil! apalagj kurir instan!!!! jangan lepas tangan! saya pesan kurir instan menjaga kualitas makanan terjaga!!! barang sampai rumah seal sudah tidak rapat!!!"
Office & Stationery,"Stempel Warna Flash I Otomatis Design Custom - kecil, 1 warna",Jakarta Timur,25000,5.0,6409,2333,5,"fast respon, barang bagus, recommend..",Positive,Love,5,"fast respon, barang bagus, recommend..","fast respon, barang bagus, recommend.."
Mother and Baby,Merries Pants Positive Skin L 39,Kota Bekasi,50800,5.0,5700,1696,3,packingnya kurang memuaskan,Negative,Anger,3,packingnya kurang memuaskan,packingnya memuaskan
Movies and Music,Phantom Power Microphone 1 Channel 48V Supply for Condenser Microphone - Tanpa Kabel,Jakarta Selatan,92500,4.8,1156,758,5,Barang berfungsi dengan baik. Recommended Seller ??,Positive,Love,7,barang berfungsi dengan baik. recommended seller ??,barang berfungsi baik. recommended seller ??
Books,Noisy Animals Sound Book with 60 Fantastic Sounds,Jakarta Utara,215000,5.0,1547,824,3,"baru beli seminggu yg lalu, cuma pake bentar, pas mau pake lagi uda ga bunyi.",Negative,Sadness,15,"baru beli seminggu yg lalu, cuma pake bentar, pas mau pake lagi uda ga bunyi.","baru beli seminggu yg lalu, cuma pake bentar, pas mau pake lagi uda ga bunyi."
Animal Care,PURR+ Premium Pet Spray 500ML Antiseptic Ion-Activated Water,Jakarta Utara,65000,5.0,1793,1085,5,Terbaikkkkkkkkkkk,Positive,Love,1,terbaikkkkkkkkkkk,terbaikkkkkkkkkkk
Health,Ensure Vanila 900 g Susu Nutrisi Dewasa Rendah Laktosa - 3 klg,Kota Tangerang,856500,4.9,3874,2336,5,"Produk sesuai deskripsi.Packing rapi dan aman dengan dus dan bubble wrap. Pengiriman cepat. Pagi pesan, sore sampai.",Positive,Happy,17,"produk sesuai deskripsi.packing rapi dan aman dengan dus dan bubble wrap. pengiriman cepat. pagi pesan, sore sampai.","produk sesuai deskripsi.packing rapi aman dus bubble wrap. pengiriman cepat. pagi pesan, sore sampai."
Kitchen,GOHAPPY PISAU SET PASTEL TAJAM BEAUTIFUL COLOR - 2011 pisau pink,Jakarta Timur,130000,4.9,2062,1141,3,"Barang bagus, tapi estimasi tiba dilokasi tidak sesuai di aplikasi. Semoga pelayanannya dapat ditingkatkan",Negative,Fear,14,"barang bagus, tapi estimasi tiba dilokasi tidak sesuai di aplikasi. semoga pelayanannya dapat ditingkatkan","barang bagus, tapi estimasi tiba dilokasi tidak sesuai aplikasi. semoga pelayanannya dapat ditingkatkan"
Health,ONEMED - Masker Earloop 3 Ply Medis | Surgical Mask - Hitam,Kota Bandung,30000,4.9,13200,4322,4,"sesuai gambar Dan order, packing nya bagus, mantap gan",Positive,Happy,9,"sesuai gambar dan order, packing nya bagus, mantap gan","sesuai gambar order, packing bagus, mantap gan"
Gaming,"Ps2 fat Hdd external murah Playstation Ps 2 fat Sony - Hardisk 20GB, TANPA MEMORY",Jakarta Barat,550000,4.6,2112,1146,2,ps nya ga awet...Belom ada 2 bulan udah rusak padahal pemakaian biasa aja malah jarang di pake tau2 rusak sendiri,Negative,Sadness,20,ps nya ga awet...belom ada 2 bulan udah rusak padahal pemakaian biasa aja malah jarang di pake tau2 rusak sendiri,ps ga awet...belom 2 bulan rusak padahal pemakaian biasa malah jarang pake tau2 rusak sendiri
Gaming,NINTENDO SWITCH LEGEND OF ZELDA BREATH OF THE WILD,Jakarta Utara,648000,5.0,3019,1415,5,"packaging ok, sealed, mulus, sampai dengan selamat. thank you",Positive,Happy,9,"packaging ok, sealed, mulus, sampai dengan selamat. thank you","packaging ok, sealed, mulus, sampai selamat. thank you"
Animal Care,Glofish Tetra / Glow in The Dark / Ikan Hias Air Tawar Aquascape - Biru,Kota Tangerang,42000,4.8,1881,338,1,"Ngirim barang gak sesuai pesanan, ngeselinnn !!!!!!",Negative,Anger,7,"ngirim barang gak sesuai pesanan, ngeselinnn !!!!!!","ngirim barang gak sesuai pesanan, ngeselinnn !!!!!!"
Body Care,Hand Sanitizer Cair 5 Liter PURELIZER Aseptic 5L [ Izin KEMENKES RI ],Kota Tangerang Selatan,250000,4.9,40300,19700,1,pas datang ky bau tape basi ?? ga ky yg sebelumnya pesan. kynya sudah rusak,Negative,Anger,15,pas datang ky bau tape basi ?? ga ky yg sebelumnya pesan. kynya sudah rusak,pas datang ky bau tape basi ?? ga ky yg sebelumnya pesan. kynya sudah rusak
Animal Care,Cupang Hias Halfmoon Male / Betta Fish Halfmoon - Random,Kota Tangerang,99000,4.8,1237,561,5,"Packing oke banget, ikannya juga mantebbb, langganan nih",Positive,Love,8,"packing oke banget, ikannya juga mantebbb, langganan nih","packing oke banget, ikannya juga mantebbb, langganan"
Women's Fashion,Daster Wanita Kekinian Adem - Warna Random,Kota Palembang,30500,4.6,15200,3003,2,enggak sesuai sama yg digambar,Negative,Fear,5,enggak sesuai sama yg digambar,enggak sesuai sama yg digambar
Party Supplies and Craft,Lem Balon / Perekat Balon / Ballon Glue,Jakarta Utara,4900,4.9,19400,3248,5,"Pakai Lem ini hati�. Pastikan penataannya balon sebelum dipasang, kalau nda ga bisa dicabut. bisa dicabut tp resiko pecah. MANTUL tingkat kerekatannya...",Positive,Love,22,"pakai lem ini hati�. pastikan penataannya balon sebelum dipasang, kalau nda ga bisa dicabut. bisa dicabut tp resiko pecah. mantul tingkat kerekatannya...","pakai lem hati�. pastikan penataannya balon sebelum dipasang, kalau nda ga bisa dicabut. bisa dicabut tp resiko pecah. mantul tingkat kerekatannya..."
Health,"FiveCare Duckbill Mask 3ply, Masker Five Care Duck Bill 3 Ply ORIGINAL - Abu-abu",Jakarta Timur,70000,4.9,2789,987,2,salah kirim barang tidak sesuai diskripsi,Negative,Fear,6,salah kirim barang tidak sesuai diskripsi,salah kirim barang tidak sesuai diskripsi
Automotive,Cover Motor Urban Sarung Motor Matic Bebek Vario Mio Beat Supra Scoopy - Biru Muda,Kota Depok,65000,4.9,16300,5573,5,"Jahannya mantap, jahitannya RapiKualitas bahan sangat baik????. Berfungsi dengan baik.",Positive,Love,10,"jahannya mantap, jahitannya rapikualitas bahan sangat baik????. berfungsi dengan baik.","jahannya mantap, jahitannya rapikualitas bahan sangat baik????. berfungsi baik."
Kitchen,Tefal Cook & Clean Wokpan 28cm + Lid Wajan Anti Lengket,Kab. Tangerang,589000,5.0,2025,1101,3,anti lengketnya ok hanya saja woknya sangat ringan kl masak yg sedikit pancinya bergeser2 hrs dipegang terus dan yg plg buat kecewa lapisan bawah wok langsung terkelupas pdhl wokny hanya bergeser sedikit krn sy sll masak sll sambil megang woknya. smg anti lengketnya jg awet.,Negative,Sadness,45,anti lengketnya ok hanya saja woknya sangat ringan kl masak yg sedikit pancinya bergeser2 hrs dipegang terus dan yg plg buat kecewa lapisan bawah wok langsung terkelupas pdhl wokny hanya bergeser sedikit krn sy sll masak sll sambil megang woknya. smg anti lengketnya jg awet.,anti lengketnya ok hanya saja woknya sangat ringan kl masak yg sedikit pancinya bergeser2 hrs dipegang terus yg plg buat kecewa lapisan bawah wok langsung terkelupas pdhl wokny hanya bergeser sedikit krn sy sll masak sll sambil megang woknya. smg anti lengketnya jg awet.
Other Products,BUBLE EXTRA,Kota Tangerang,2000,4.7,64900,8334,1,percumaa atc ... orangg gakk adaaa dipakett nyaaa ...,Negative,Anger,9,percumaa atc ... orangg gakk adaaa dipakett nyaaa ...,percumaa atc ... orangg gakk adaaa dipakett nyaaa ...
Body Care,Beli 2 Gratis 1 - Original Source Body Wash Mint Tea Tree,Kab. Tangerang,79900,5.0,1957,930,5,"Baru co beberapa jam kemudian udah dipacking, pengiriman super cepet dan yang penting produk aman ga ada yang tumpah?ini sabun oke banget buat nyembuhin jerawat badan, plisss jangan discontinue yaaaaa. Mintnya seger bgtttt",Positive,Love,33,"baru co beberapa jam kemudian udah dipacking, pengiriman super cepet dan yang penting produk aman ga ada yang tumpah?ini sabun oke banget buat nyembuhin jerawat badan, plisss jangan discontinue yaaaaa. mintnya seger bgtttt","baru co beberapa jam kemudian dipacking, pengiriman super cepet penting produk aman ga tumpah?ini sabun oke banget buat nyembuhin jerawat badan, plisss jangan discontinue yaaaaa. mintnya seger bgtttt"
Household,Sofa Recliner Lulaby 1 Seater,Jakarta Barat,6999000,4.9,273,156,5,"Sesuai pic dan bisa disetting rebahannya sesuai kemauan kita, walaupun tdk otomatis krn harus agak didorong dan ndak ngunci�tp overall nyaman",Positive,Happy,21,"sesuai pic dan bisa disetting rebahannya sesuai kemauan kita, walaupun tdk otomatis krn harus agak didorong dan ndak ngunci�tp overall nyaman","sesuai pic bisa disetting rebahannya sesuai kemauan kita, walaupun tdk otomatis krn harus agak didorong ndak ngunci�tp overall nyaman"
Food and Drink,Pie Susu Dhian Bali,Jakarta Barat,30000,4.9,16800,3453,1,"Pie susunyabberjamur, padahal baru disimpan sekitar semingguan dan expiry date masih sebulan. Biasanya kalo beli di bali ga kayak gitu, ya biar temen2 yang beli pie susu nya aware aja ya. Sedih juga udah disayang2 makannya, eh pas mau makan ternyata jamuran, terpaksa dibuang ???? Udah chat juga ke sellernya, katanya karena ga dimasukin ke kulkas. Tp dulu pas beli di bali jg ga masukin kulkas sih... FYI aja buat temen2 yg mo beli yah",Negative,Fear,75,"pie susunyabberjamur, padahal baru disimpan sekitar semingguan dan expiry date masih sebulan. biasanya kalo beli di bali ga kayak gitu, ya biar temen2 yang beli pie susu nya aware aja ya. sedih juga udah disayang2 makannya, eh pas mau makan ternyata jamuran, terpaksa dibuang ???? udah chat juga ke sellernya, katanya karena ga dimasukin ke kulkas. tp dulu pas beli di bali jg ga masukin kulkas sih... fyi aja buat temen2 yg mo beli yah","pie susunyabberjamur, padahal baru disimpan sekitar semingguan expiry date masih sebulan. biasanya kalo beli bali ga kayak gitu, biar temen2 beli pie susu aware ya. sedih juga disayang2 makannya, eh pas mau makan ternyata jamuran, terpaksa dibuang ???? chat juga sellernya, katanya ga dimasukin kulkas. tp dulu pas beli bali jg ga masukin kulkas sih... fyi buat temen2 yg mo beli yah"
Automotive,Lampu LED Motor H6 Hi-Lo 8W+8W AC DC AYOTO M2B BEBEK DAN MATIC - Putih/Putih,Jakarta Barat,30600,4.9,20400,5196,1,Ga sesuai Datang cahaya putih. Padahal Minta cahaya yg hijau,Negative,Fear,10,ga sesuai datang cahaya putih. padahal minta cahaya yg hijau,ga sesuai datang cahaya putih. padahal minta cahaya yg hijau
Movies and Music,Clip On Mic Bando untuk Youtuber mc dll,Jakarta Pusat,6500,4.7,3534,462,4,"kualitas sesuai harga, respon seller ok, tks",Positive,Happy,7,"kualitas sesuai harga, respon seller ok, tks","kualitas sesuai harga, respon seller ok, tks"
Carpentry,Lem sepatu super kuat bening(transparant) 100ml Dyron,Kota Depok,33500,4.8,4507,2168,1,"Nga lengket sama sepatu, lem nya kayak nya lem ubu di repack",Negative,Anger,12,"nga lengket sama sepatu, lem nya kayak nya lem ubu di repack","nga lengket sama sepatu, lem kayak lem ubu repack"
Office & Stationery,Deli mini cutter portabel durable cute size E2050 - Biru,Kab. Tangerang,4500,4.9,9838,3015,5,"gumush bgt cutternyaa imut�, warna pinkkknya cutee, seneng bangedddd lochh. thank you deliii. peralatannya lengkap and keren????",Positive,Love,17,"gumush bgt cutternyaa imut�, warna pinkkknya cutee, seneng bangedddd lochh. thank you deliii. peralatannya lengkap and keren????","gumush bgt cutternyaa imut�, warna pinkkknya cutee, seneng bangedddd lochh. thank you deliii. peralatannya lengkap and keren????"
Animal Care,Pet Cargo tas travel tenteng hewan kucing anjing kelinci ayam - Biru Muda,Jakarta Utara,145000,5.0,3768,3577,5,"Barang oke, packaging juga aman.... mantap lah",Positive,Happy,7,"barang oke, packaging juga aman.... mantap lah","barang oke, packaging juga aman.... mantap"
Animal Care,Life cat Kaleng 400gr - Makanan Basah kucing life cat kaleng 400gr,Kota Depok,12000,4.9,18900,3050,1,wah sy pake sameday..masa dtgnya besoknya. smtra sy byr jam 13.30..respon lama..rugi lah tau gt sy ga ush pilih yg sameday..mksd biar cepet.malah jd lama.ga rekomen bgt.??,Negative,Fear,27,wah sy pake sameday..masa dtgnya besoknya. smtra sy byr jam 13.30..respon lama..rugi lah tau gt sy ga ush pilih yg sameday..mksd biar cepet.malah jd lama.ga rekomen bgt.??,wah sy pake sameday..masa dtgnya besoknya. smtra sy byr jam 13.30..respon lama..rugi tau gt sy ga ush pilih yg sameday..mksd biar cepet.malah jd lama.ga rekomen bgt.??
Sport,PAKET Senter Kepala / LED Headlamp Cree XM-L T6 5000 Lumens,Jakarta Pusat,57999,4.8,7090,1769,1,barang tidak bagus murahan,Negative,Anger,4,barang tidak bagus murahan,barang tidak bagus murahan
Body Care,tawas cair deodorant spray penghilang bau badan dan ketiak hitam,Kota Tangerang,16000,4.9,7699,2040,1,Ah apaan ga ngaruh apa2 yang ada bikin iritasi!!! Gatal gatal merah jadinya,Negative,Anger,13,ah apaan ga ngaruh apa2 yang ada bikin iritasi!!! gatal gatal merah jadinya,ah apaan ga ngaruh apa2 bikin iritasi!!! gatal gatal merah jadinya
Camera,BOYA BY-M1 Lavalier Clip on Mic Microphone for DSLR Camera Smartphone,Jakarta Barat,135000,4.9,2983,1403,5,"alhamdulillah barang sampai di tgl 6/11. Isi dusnya : instruction manual book, kartu garansi, stiker boya, tas kecil boya, seperangkat mic, batereinya & jack adaptor (kayaknya untuk koneksi ke amplifier).",Positive,Happy,30,"alhamdulillah barang sampai di tgl 6/11. isi dusnya : instruction manual book, kartu garansi, stiker boya, tas kecil boya, seperangkat mic, batereinya & jack adaptor (kayaknya untuk koneksi ke amplifier).","alhamdulillah barang sampai tgl 6/11. isi dusnya : instruction manual book, kartu garansi, stiker boya, tas kecil boya, seperangkat mic, batereinya & jack adaptor (kayaknya koneksi amplifier)."
Kitchen,"ecentio Kotak Makan Siang Desain Tingkat 800/1600 ml - 800 ml, Merah Muda",Kab. Bekasi,200000,4.9,3441,1837,1,barang di kirim tidak sesuai gambar yg di pesan.,Negative,Fear,9,barang di kirim tidak sesuai gambar yg di pesan.,barang kirim tidak sesuai gambar yg pesan.
Phones and Tablets,Earphone I Earbuds I Headset Gaming with Mic JETEX HX8 - Garansi Resmi,Jakarta Pusat,399000,4.7,1150,812,5,Suaranya jernih. Nyaman dipakai lama. Bass-nya mantap.,Positive,Happy,7,suaranya jernih. nyaman dipakai lama. bass-nya mantap.,suaranya jernih. nyaman dipakai lama. bass-nya mantap.
Animal Care,ikan hias aquascape glofish tetra import - Hijau,Kota Tangerang Selatan,20000,4.9,5267,637,1,"orng nnya responnya jutek bgt,, biasa aja kali, saya cm bertanya ga ngajak debat,, sombong bgt penjual kyak bgini...",Negative,Anger,19,"orng nnya responnya jutek bgt,, biasa aja kali, saya cm bertanya ga ngajak debat,, sombong bgt penjual kyak bgini...","orng nnya responnya jutek bgt,, biasa kali, saya cm bertanya ga ngajak debat,, sombong bgt penjual kyak bgini..."
Food and Drink,TUKU - TUKUCUR Kopi Susu Tetangga 1 Liter - Normal,Jakarta Selatan,85000,5.0,86600,24500,1,"Kali ini kecewa, dapet yang udah kadaluarsa padahal baru minum sehari besoknya udah asem, gak bisa diminum.. mohon di pastikan tgl kadaluarsanya.. jujur kecewa banget",Negative,Sadness,25,"kali ini kecewa, dapet yang udah kadaluarsa padahal baru minum sehari besoknya udah asem, gak bisa diminum.. mohon di pastikan tgl kadaluarsanya.. jujur kecewa banget","kali kecewa, dapet kadaluarsa padahal baru minum sehari besoknya asem, gak bisa diminum.. mohon pastikan tgl kadaluarsanya.. jujur kecewa banget"
Phones and Tablets,Createkat Katfit Watch Band SPO2 Tracker - Biru,Kab. Tangerang,999999,4.8,1464,1111,2,gak sesuai harga malah kualitas nol,Negative,Anger,6,gak sesuai harga malah kualitas nol,gak sesuai harga malah kualitas nol
Computers and Laptops,Mouse Wireless Komic KM-803 - 1200DPI Nano USB Free Battery - Hijau,Jakarta Utara,90000,4.8,4563,1811,1,boros batre,Negative,Sadness,2,boros batre,boros batre
Women's Fashion,Tanktop Singlet Dalaman Wanita Gaya Korea - Jfashion Naraya,Jakarta Barat,38900,4.8,3698,909,4,kaosnya enak di pakainya,Positive,Happy,4,kaosnya enak di pakainya,kaosnya enak pakainya
Computers and Laptops,Kabel Power Adaptor Charger Laptop 3 Lubang,Jakarta Pusat,25000,4.9,2122,828,5,"Penjual amanah, responsif. Kabel berfungsi baik. Pengiriman cepat. Terima kasih.",Positive,Happy,10,"penjual amanah, responsif. kabel berfungsi baik. pengiriman cepat. terima kasih.","penjual amanah, responsif. kabel berfungsi baik. pengiriman cepat. terima kasih."
Toys and Hobbies,Iron Man Mark 50 Action Figure Recast,Jakarta Barat,110000,4.8,1033,707,5,"barangnya kerennnn banget. sayangnya bungkusnya hanya plastik biasa. shg terkesan kurang premium. overall, kuereennnn. terimakasih",Positive,Love,15,"barangnya kerennnn banget. sayangnya bungkusnya hanya plastik biasa. shg terkesan kurang premium. overall, kuereennnn. terimakasih","barangnya kerennnn banget. sayangnya bungkusnya hanya plastik biasa. shg terkesan premium. overall, kuereennnn. terimakasih"
Books,Buku Filosofi Teras - Original,Jakarta Barat,78400,5.0,1296,741,3,"barang nya sampe dengan baik, tapi buku bukunya sangat mahal mungkin bisa di kurangin sedikit, saya suka banget dengan bukunya dan sepertinya saya aka beli buku lagi di sini terima kasih",Positive,Love,31,"barang nya sampe dengan baik, tapi buku bukunya sangat mahal mungkin bisa di kurangin sedikit, saya suka banget dengan bukunya dan sepertinya saya aka beli buku lagi di sini terima kasih","barang sampe baik, tapi buku bukunya sangat mahal mungkin bisa kurangin sedikit, saya suka banget bukunya sepertinya saya aka beli buku lagi sini terima kasih"
Party Supplies and Craft,lilin angka gold / Lilin Ultah emas / Lilin Angka ulang tahun gold - tiga,Jakarta Utara,5000,4.9,30400,2224,5,"bagus banget lilinnya,kata kakak ini lilinnya sultan",Positive,Love,7,"bagus banget lilinnya,kata kakak ini lilinnya sultan","bagus banget lilinnya,kata kakak lilinnya sultan"
Electronics,Ecovacs DEEBOT T9 + Auto Empty Station Robot Vacuum Cleaner Sapu Pel - T9 AES Grey,Kota Tangerang,15399000,4.9,1394,632,3,"Barang di kirim tanpa bubble pdhl sdh info kalau mendung gelap bahkan gerimis kecil,tp tetap di kirim tanpa di lapis apa pun. dus kalau kena air bkl robel dan tembus.",Negative,Fear,30,"barang di kirim tanpa bubble pdhl sdh info kalau mendung gelap bahkan gerimis kecil,tp tetap di kirim tanpa di lapis apa pun. dus kalau kena air bkl robel dan tembus.","barang kirim tanpa bubble pdhl sdh info kalau mendung gelap bahkan gerimis kecil,tp tetap kirim tanpa lapis apa pun. dus kalau kena air bkl robel tembus."
Carpentry,Angle Grinder / Mesin Gerinda Tangan Orion - HG-954,Kab. Tangerang,165000,4.9,5354,2926,1,hati2 barang rusak di kirim,Negative,Fear,5,hati2 barang rusak di kirim,hati2 barang rusak kirim
Carpentry,YJ-01 Nano Spray Gun Disinfectant Wireless 800 ml,Jakarta Utara,88000,4.7,3482,1483,1,"Tidak bisa berfungsi walaupun sudah di charge, padahl sudah beli mahal�",Negative,Fear,11,"tidak bisa berfungsi walaupun sudah di charge, padahl sudah beli mahal�","tidak bisa berfungsi walaupun sudah charge, padahl sudah beli mahal�"
Muslim Fashion,Jilbab Pashmina Plisket Diamond Hijab Pasmina Lipit ORI Murah Kekinian - Army,Kab. Sleman,65800,4.8,2265,791,2,Not recommend Gak sesuai sama harga beli di toko lain dengan harga sama kualitas jauh maaf review jujur,Negative,Fear,18,not recommend gak sesuai sama harga beli di toko lain dengan harga sama kualitas jauh maaf review jujur,not recommend gak sesuai sama harga beli toko lain harga sama kualitas jauh maaf review jujur
Computers and Laptops,CoolCold Laptop Vacuum Vacum Cooler Cooling Pad Hisap Panas Notebook,Kota Depok,55000,4.8,13900,6671,1,"Barang Rusak , Ga Guna Sama Sekali ... Parah",Negative,Anger,9,"barang rusak , ga guna sama sekali ... parah","barang rusak , ga guna sama sekali ... parah"
Men's Fashion,"Seragam Safari Baju Safari Setelan Safari Security Seragam Satpam - hitam panjang, S",Kab Bandung,145000,4.9,2462,509,1,Ganti bintang 5 jadi bintang 1 aja lah. Pelayanan sangat buruk. Sampe salah warna hal yg fatal sekali,Negative,Sadness,18,ganti bintang 5 jadi bintang 1 aja lah. pelayanan sangat buruk. sampe salah warna hal yg fatal sekali,ganti bintang 5 bintang 1 lah. pelayanan sangat buruk. sampe salah warna hal yg fatal sekali
Kitchen,Dispenser Beras Tempat Wadah Penyimpanan Beras Rice Bucket E67/E79 - Biru-5kg,Kab. Tangerang,219000,4.9,3227,1775,1,Tadiinya mau pesen beda model tp g bisa kata selernya.. terpaksa pakai dah mau gmn lg,Negative,Sadness,16,tadiinya mau pesen beda model tp g bisa kata selernya.. terpaksa pakai dah mau gmn lg,tadiinya mau pesen beda model tp g bisa kata selernya.. terpaksa pakai dah mau gmn lg
Animal Care,Cupang Hias Halfmoon Male / Betta Fish Halfmoon - Random,Kota Tangerang,99000,4.8,1237,561,5,Bagusss bgt ikannyaa.. ????,Positive,Love,4,bagusss bgt ikannyaa.. ????,bagusss bgt ikannyaa.. ????
Household,Polo City Tas Koper Hardcase size 24 inch - 072 - Blue Navy,Jakarta Barat,772500,4.8,1883,1146,5,"Puas banget.. Dengan harga segini worth it banget sih. Respon penjual juga baik. Order pagi, siang udh sampe pake kurir instan. Recommended! ????????????",Positive,Love,23,"puas banget.. dengan harga segini worth it banget sih. respon penjual juga baik. order pagi, siang udh sampe pake kurir instan. recommended! ????????????","puas banget.. harga segini worth it banget sih. respon penjual juga baik. order pagi, siang udh sampe pake kurir instan. recommended! ????????????"
Precious Metal,Minigold Black Series Logam Mulia Koin Emas Mini 24 Karat 0.025 gram,Kota Depok,39100,5.0,8389,621,5,pengiriman cepat dan aman... ini sudah mulai repeat order buat nabung.,Positive,Love,11,pengiriman cepat dan aman... ini sudah mulai repeat order buat nabung.,pengiriman cepat aman... sudah mulai repeat order buat nabung.
Mother and Baby,Mama's Choice Active-wear Maternity Legging - Legging Hamil Mama's Cho - Hitam + pengait,Jakarta Timur,189000,4.9,5014,2102,5,Nyaman banget dipakai. Kualitas bahan bagus. Tetap bisa gerak maksimal.,Positive,Happy,10,nyaman banget dipakai. kualitas bahan bagus. tetap bisa gerak maksimal.,nyaman banget dipakai. kualitas bahan bagus. tetap bisa gerak maksimal.
Computers and Laptops,Laptop Stand Holder Lipat Adjustable Anti Slip Portable Untuk Laptop,Kab. Tangerang,17999,4.3,5089,2846,1,BAHAN DARI PLASTIK DAN TIDAK KUAT JUGA BUAT MENOPANG LAPTOP.INI SIH KUATNYA BUAT TABLET GAISSS. LEBIH BAIK JANGAN BELI YANG INI,Negative,Fear,21,bahan dari plastik dan tidak kuat juga buat menopang laptop.ini sih kuatnya buat tablet gaisss. lebih baik jangan beli yang ini,bahan plastik tidak kuat juga buat menopang laptop.ini kuatnya buat tablet gaisss. baik jangan beli
Women's Fashion,"PVN Kara Sepatu Sneakers Wanita Sport Shoes Candy Pink White Blue 372 - Candy, 45",Jakarta Pusat,499900,4.9,1674,1127,1,"Boleh murah tp jangan murahan. Produk masih banyak reject nya. Jahitan berantakan, sol banyak longgar dan tidak rapih. Pengiriman pun di reschedule di pending se suka hati penjual tanpa memberikan alasan sebab yg jelas. Packaging tidak rapih. Anehnya foto tidak bisa di upload",Negative,Fear,43,"boleh murah tp jangan murahan. produk masih banyak reject nya. jahitan berantakan, sol banyak longgar dan tidak rapih. pengiriman pun di reschedule di pending se suka hati penjual tanpa memberikan alasan sebab yg jelas. packaging tidak rapih. anehnya foto tidak bisa di upload","boleh murah tp jangan murahan. produk masih banyak reject nya. jahitan berantakan, sol banyak longgar tidak rapih. pengiriman pun reschedule pending suka hati penjual tanpa memberikan alasan sebab yg jelas. packaging tidak rapih. anehnya foto tidak bisa upload"
Office & Stationery,Isi Ulang Tinta Permanent / Refill Ink Spidol Snowman Permanen Marking - Hitam,Jakarta Barat,8150,4.9,17400,1001,5,cepat........harga oke...sesuai pesanan.,Positive,Happy,3,cepat........harga oke...sesuai pesanan.,cepat........harga oke...sesuai pesanan.
Health,Stella Parfum'ist Smart Matic Caffe Latte,Jakarta Selatan,111011,4.9,3691,2099,5,"barang sudah sampai dengan cepat, sesuai dengan deskripsi produk berfungsi dengan baik, packingnya rapih dan dibungkus dengan tebal recommended banget",Positive,Love,20,"barang sudah sampai dengan cepat, sesuai dengan deskripsi produk berfungsi dengan baik, packingnya rapih dan dibungkus dengan tebal recommended banget","barang sudah sampai cepat, sesuai deskripsi produk berfungsi baik, packingnya rapih dibungkus tebal recommended banget"
Muslim Fashion,Jilbab Instan Pet Antem L / Hijab Kaos Bergo Anthem Size L,Kab. Kediri,27000,4.8,10700,1804,5,Tidak menerawang. Modelnya cantik ??. Bahannya adem. Warnanya cantik ??. Ukuran sesuai. Jahitan rapi.,Positive,Love,14,tidak menerawang. modelnya cantik ??. bahannya adem. warnanya cantik ??. ukuran sesuai. jahitan rapi.,tidak menerawang. modelnya cantik ??. bahannya adem. warnanya cantik ??. ukuran sesuai. jahitan rapi.
Women's Fashion,Daster Bali / Dress Bali / Daster Pelangi Jumbo fit to XXL,Kota Denpasar,26900,4.8,2660,761,4,bahan nya bagus banget,Positive,Love,4,bahan nya bagus banget,bahan bagus banget
Kitchen,Filter air siap minum buat rumah tangga Nazava Riam,Kota Cimahi,430000,4.9,646,369,1,karet filternya kurang,Negative,Sadness,3,karet filternya kurang,karet filternya
