Category,Product Name,text_norm,Sentiment,Emotion,Customer Rating
Men's Fashion,kacamata anti radiasi dewasa fashion pria dan wanita terbaru 98029 - Black,"packing nya rapi bngt.... pengiriman cepat, kurirnya jg ramah ... recommended ??",Positive,Love,5
Body Care,Lifebuoy Shampo Anti Ketombe Anti Dandruff Milknutristrong 900Ml,mantap banget barangnya sesuai deskripsi.harga juga murah. pengemasan aman bgt.pake dus sama wrap. next time order lagi. sukses terus lapaknya gan.,Positive,Love,5
Office & Stationery,Kertas HVS A4 | 75 Grm | PaperOne,"penipuan! barang yg dikirim hvs f4, saya baru sadar setelah pesanan selesai jadi tidak bisa ajukan komplain. hati-hati dengan penjual ini teman-teman yg mau pesan, lebih baik di toko lain saja. thx",Negative,Fear,1
Party Supplies and Craft,Rantai biji lada rante biji lada kerajinan tangan - silver,barang sudah sampai dengan selamat barang sesuai dengan deskripsi produk packing oke recommended seller!!!,Positive,Love,5
Kids and Baby Fashion,Topi bayi rajut newborn / Kupluk bayi rajut / Topi kupluk bayi pom pom - Hitam,"hati-hati kalo beli barang di toko ini, deskripsi penjual dan real barang datangnya harus jelas di lihat. bacain aja tiap ada pembeli bintang 1 komentar di produknya, respon penjual gimana, chat penjual ga mencerminkan seseorang yang baik.",Negative,Fear,1
Gaming,Microsoft Flight Simulator 2020 Premium Deluxe PC Original - DVD-DL120GB,"puas lah, fast response. cuman masih sering close sendiri, saking sibuk, belum sempat dicek. recommended seller! gaming terbaik. game nya seru!",Positive,Love,5
Sport,Kacamata Renang Dewasa Speeds LX 5100 Mirrored Anti Fog UV + Earplug - Biru,"kacamata kotor, seperti bekas atau stok lama, banyak kotoran ramatnya",Negative,Anger,2
Men's Fashion,MASKER KAIN MOUNT ISLAND ORIGAMI REPELLENT - Orange,"produk ok, sesuai ekspektasi. terima kasih",Positive,Happy,4
Beauty,IKAT RAMBUT KOREA TOWEL RING SET ISI 40 PCS - All black,"sudah saya terima, belom tau kwalitasnya semoga awet en bener2 bagus.. thks alls??",Positive,Happy,4
Kids and Baby Fashion,Kids Watch Z6 imoo Z6 Jam Tangan Pintar Anak - Merah,jamnya susah sinyal mau pake kartu apapun tetap lemah sinyal.. jelek bgttt udh d komplain gada penyelesaian yg memuaskan,Negative,Anger,1
Muslim Fashion,Bella Square Hijab Segiempat Part 4,barang bagus..bahannya adem. modelnya cantik ??.,Positive,Love,5
Household,POT BUNGA MOTIF TAWON PUTIH - 10,pesen yg besar sama yg kecil warna putih. yg kecil warnanya kusem cenderung warna kuning kaya plastik murah. beda ga kaya saya pertamakali pesen di sini. terus tipis banget.,Negative,Sadness,1
Men's Fashion,jam tangan Biden fashion pria analog pita jala bisnis - Putih,"jamnya biasa aja, saya tidak tahu kenapa bisa harga awalnya sejutaan. mungkin teknik marketingnya seperti itu.",Negative,Anger,2
Men's Fashion,Celana Pendek Surfing Boxer Pantai/ Celana Tidur Pria - RANDOM,"bahan bagus,sesuai pesanan,packing rapi,recommended seller",Positive,Love,5
Other Products,"Hang Tag Label / Hang Tag Baju / Pakaian / Kartu Ucapan - Art Carton 210, Custom Size",ancur dah pelayanannya. gausah kesini dah kalo gak mau kapok,Negative,Anger,1
Kitchen,SARUNG TANGAN PLASTIK isi 100pcs / 50 pasang,responnya sangat lambat padahal udah request untuk kirim pagi tapi justru sampai siang blm juga dikirim. lain kali tolong diperhatikan lagi.,Negative,Fear,3
Computers and Laptops,"Logitech C920 Webcam PRO Full HD 1080p Autofocus, Noise-Cancelling","untuk kualitas ternyata sama dengan merk china lain 1080p juga yang harga nya 300rb an, bahkan lebih bagus merk lain di 600rb an. lalu untuk pengiriman lambat sekali dari official store, pesan tgl 27, sampai tgl 1, sehingga saya tdk sempat menggunakan pada zoom meeting dan harus memakai hp. cukup kecewa dengan produk dan pelayanan logitech. kalau utk keyboard nya dan mouse nya emang cukup bagus bbrp model nya, tapi sy kapok beli disini karena barang akan hanya di proses bbrp jam sblm pembatalan walaupun pesan nya di hari biasa.",Negative,Sadness,1
Precious Metal,WW additional PICTURE,bagus banget ??,Positive,Love,5
Mother and Baby,Gendongan Bayi Depan Hipseat / Baby Carrier / Hipseat Bayi Tuturu - Hitam,barang sampe dengan sobek gw di kasih barang rijek kacau ni seller.,Negative,Anger,2
Movies and Music,Cover keyboard yamaha black parasut anti debu/tutup keyboard - L,bahannya sama persis kayak sarung motor. pengiriman cepat. ya lumayan lah untuk harga segini.,Positive,Happy,4
Toys and Hobbies,The Werewolf Game / Mafia Game (TWG) - White Edition,"barang sangat berkualitas sebanding dg harga, kelengkapan banyak, sudah dapat tas, panduan yg jelas dan buku moderator tebal. box kartu juga tebal. mantappl",Positive,Happy,5
Health,Imboost Kids Syrup Daya Tahan Tubuh - 120ml,"pengiriman cepat, packing aman.produk disukai enak dan melengkapi asupan nutrisi yang diperlukan untuk pertumbuhan dan menjaga kesehatan.",Positive,Happy,5
Food and Drink,Marumiya Rice Topping Furikake Abon Tabur Jepang - GOMASHIO 45gr,"terbaik sihhh iniii.. pesanan ny superr cpt sampe nya.. d proses ny cpt bgtttt.. br psen hr itu, bsk ny ud sampe lagi ?? pengemasan amann bgt juga ya.. ???? thx seller & kurir ????",Positive,Love,5
Men's Fashion,Bowin Masker Bomber - 2x Anti Bakteri & Percikan (Masker Kain 4 Lapis) - PRO REGULER,"besar sekali ukurannya, jadi nggak kepake longgar pas saya pakai",Positive,Happy,4
Men's Fashion,kacamata anti radiasi dewasa fashion pria dan wanita terbaru 98029 - Black,"gak nyesel beli di sini sudah harga terjangkau, kualitas bagus, rekomendit banget deh pokok nya buat beli disini dan juga lengkap lagi. happy belanja di sini.",Positive,Love,5
Men's Fashion,"Sendal joemen Kulit Original Pria S35 - Coklat tua, 39","barang yg dikirim hrsnya di cek dulu, konsumen kan byr bukan gratis. masa paku rivert nya yg sebelah ada tutup penahannya. yg sebelahnya nggak ada tutup penahannya, jadi copotlah klo di pake. gimana sih...",Negative,Anger,1
Camera,"Costa CB-A1hp Overhead Boom Arm Braket Kamera HP Flat Lay Video,Foto","kemasan bubble wrap rapih, tapi kardusnya sedikit penyok. tapi arm bracket-nya baik� saja. langsung dipasang.tripodnya kokoh, produk sesuai.",Positive,Happy,5
Household,COOGER Rak Jemuran Stainless Steel 4 Susun Rak Pengering Serbaguna,barang tdk lengkap.. sdh lama lapor tp sampai saat ini belum di kirim2... sdh sering ditanyakan tp hanya janji2 aja.,Negative,Anger,1
Animal Care,FLASH SALE - Makanan Kucing Bolt Repack 1KG - IKAN,duanya lagi goib,Negative,Anger,1
Household,Suling Tembok 12 Mata Tekuk / gantungan baju ke dinding 12 titik,ada yg patah gantungannya,Negative,Sadness,3
Carpentry,BARDI Smart PLUG WiFi Wireless Colokan - IoT Smart Home Colokan Steker,mantap,Positive,Love,5
Kids and Baby Fashion,BAJU SETELAN ANAK LAKI-LAKI ASTRONOT UK 1-10 TAHUN - 3 TAHUN,parah banget nih baju di cuci sekali langsung sablon nya ilangg rontok semua. . parah jelek kualitas nya,Negative,Anger,1
Toys and Hobbies,Permainan Stako Kayu 54 Balok dengan 4 Dadu,"blm dimainin barang udh cacat mana no angkanya ada yg pudar lagi, parah dah",Negative,Anger,1
Other Products,Tinta plastisol Brain Plus putih 1kg,"maaf baru ulas, sibuk nyablon ???? barang sudah saya terima... pengiriman cepat, ga nyampe 24 jam... respon seller oke... kualitas josss... packing oke... langganan... recommended seller.... mohon maaf tidak menyertakan photo produk karena sudah dijahit dan dikirim, pokonya bagus, ini untuk pembelian kesekian sekian sekian sekian kali... terimakasih sehat selalu...",Positive,Love,5
Books,The Design Thinker Book,"material dan packaging nya bagus dan rapih, tapi halaman di bukunya banyak banget yang kebalik2. halaman yg harusnya ada di awal malah ada di akhir buku, jadi ada yang harusnya di tengah buku malah di akhir buku, jadi bacanya pindah pindah, bingung, dan ga nyaman.",Negative,Sadness,2
Kitchen,GM Bear Set Pisau Dapur isi 5pcs Hitam 1083-Pisau Set 5 Pcs,"barang tidak sesuai dengan produk, yang dipesan gm bear set pisau tapi yg datang terkirim merk buck-i,",Negative,Sadness,2
Carpentry,Wallpaper Dinding 3D 70 x 70 cm Foam Serat / Motif Kayu BB - Kolase,"barang di trima dlm keadaan lecek sperti itu, pesen 10, 6 lembar dlm keadaan melitut, di bungkus bareng dgn list pesenan sya.....kecewa banged, not rekomend seller",Negative,Sadness,1
Body Care,Kahf Humbling Forest Eau de Toilette 35 ml,"maaf nih, wanginya kaya body lotion citra, malahan masih lebih wangi body lotion ?? emang sih harga murah, tapi menurut saya tetep ga worthed",Negative,Sadness,1
Electronics,COPPER HEAVY BASS CP2001 Series Earphone (Comfortable Wearing),baru seminggu pemakaian sudah tidak bisa nyala sebelah,Negative,Sadness,1
Precious Metal,Minigold Black Series Logam Mulia Koin Emas Mini 24 Karat 0.025 gram,mantab barangnya sesuai dengan pesanan dan cepat sampai,Positive,Love,5
Household,Triple W Smart LED Digital Alarm Clock Jam Meja Weker Lampu Tidur - Hitam,"pesen hitam dikirim putih..parah. mau direturn ngga keburu, soalnya barang tsb buat kado ultah hr ini. makanya saya pake same day. padahal sdh sy ingatkan loh, tolong dicheck dulu sebelum dikirim...",Negative,Anger,1
Toys and Hobbies,KARTU REMI POKER STARS PLASTIK ANTI AIR WATERPROOF AWET DAN TAHAN LAMA - Hitam,barang berfungsi dengan baik. packaging aman ??. packaging aman ??. barangnya original ??.,Positive,Happy,5
Phones and Tablets,"Iphone XR Garansi Resmi Ibox - Hitam, 64 New Package",imei terdaftar di kemenperin barangnya original ?? penjualnya ramahbanget barangnya mulus proses pesanan cepat berfungsi dengan baik packaging rapi ada garansi ibox,Positive,Happy,5
Other Products,Tinta plastisol Brain Plus putih 1kg,recommended seller..udah order yg ke 16 kali,Positive,Love,5
Mother and Baby,PAKET INTIME Baby Bath Tub / Bak Mandi Bayi + POMPA - Biru Muda,"order pink dateng biru,males balikin krna rugi ongkir..terpaksa terima apa ada'y",Negative,Sadness,1
Mother and Baby,Pediasure Vanila 1800g (1-10 tahun) Susu Formula Pertumbuhan - 2 Pack,ga sesuai dengan banner nya katanya free teflon tapi teflon tidak dikirim sangat kecewa,Negative,Sadness,2
Movies and Music,Sustain Pedal Damper Piano Keyboard - WTB-005 - Black,produk yg dikirim berbeda dgn foto yg tertera..,Negative,Fear,2
Animal Care,MAKANAN KUCING BOLT REPACK 1Kg - TUNA IKAN,tenyata gak bagus utk kucing jantan di saluran urine nya ... hati2,Negative,Fear,3
Health,Tissue LIVI EVO Towel Multifold 150's,sangat kecewa. produk terkesan sudah dipacking ulang (lembaran dan berat tidak sesuai dengan yang seharusnya).,Negative,Sadness,1
Kids and Baby Fashion,Jam Tangan Anak Pilot Perempuan Atau Laki Laki Anti Air - Putih,jamnya berfungsi normal. ukuran sesuai. keren banget modelnya.,Positive,Love,5
Women's Fashion,Masker strap / Tali Masker / Aksesoris masker Korea - type Banding - 3.Red,"barang sesuai gambar dan deskripsi, namun tali nya kependekan.",Positive,Happy,4
Computers and Laptops,Telkomsel Orbit Star 2,lambat,Negative,Sadness,1
Body Care,Lifebuoy Shampo Anti Ketombe Anti Dandruff Milknutristrong 900Ml,lamaaaaaa bngt kirimnya,Negative,Anger,3
Mother and Baby,PAKET INTIME Baby Bath Tub / Bak Mandi Bayi + POMPA - Biru Muda,warna tidak sesuai yang diinfokan,Negative,Sadness,1
Carpentry,Mesin Bor Baterai Tangan / Cordless Drill Battery Orion CD-6650,mengecewakan.. 1 battery tidak berfungsi.,Negative,Sadness,1
Men's Fashion,"KAOS POLO SECURITY , BAJU SECURITY SATPAM PRIA - SATPAM PdkHitam, M",barang tidak sesuai yg di pesan. warna pudar .kancing yg di pesan 3 yg di kirim model 2 kancing,Negative,Sadness,1
Sport,MINISO Matras Yoga Pola Garis Tubuh 5mm Matras Yoga Kebugaran Rumah - Abu-abu,pengiriman lama sekali,Negative,Anger,1
Other Products,"Stanless steel strap Stanless band sabuk tiang 0,46",recomended seller,Positive,Love,5
Books,The Psychology of Money - Morgan Housel,buku palsu,Negative,Anger,2
Electronics,Module KIT MP3 Player Bluetooth Lengkap 1 Set,"ad retak di bagian kasingnya yg ad logo bluetooth nya, untuk unit mp3 kit blom di tes mudah2han nyala, setelah di tes ternyata gak ad suaranya padahal kalo pake modul mp3 lain nyala?? jadi keluar biaya 2x niat hemat malah buntung",Negative,Sadness,1
Office & Stationery,"Notebook #Binding/ Custom/ Planner Dotted/ Grid/ Journal/ Agenda - garis, Hitam","produk tidak sesuai dengan deskripsi, penjual juga salah kirim dan tdk solutif, padahal sudah dituliskan instruksi di keterangan",Negative,Fear,1
Electronics,Sanken Rice Cooker 1 Liter SJ-203 Warna Random - Biru,harga di struk yang dimasukkan di kotaknya beda dengan harga yang ditampilkan di tokopedia. kok bisa harganya lebih mahal ya? di struk beda jauh harganya,Negative,Fear,3
Electronics,Kipas Angin Meja / Duduk NAGOYA (Desk Fan) 12in - NG12DF,model dan warna aku suka tp pemasangan sedikit ribet moga ja awet,Positive,Happy,4
Household,MIISOO Kotak Masker/Tempat Masker Plastik/Kotak Masker Karakter - KOTAK POLOS,"kecewa beli tempat masker 2 pcs yg dtg cuma 1, karna ga ada video unboxing hanya foto saja jd ga bisa diklaim..lumayan ambil untung lebih dr yg ga bikin video unboxing ya ka ??. harusnya teliti sebelum mengirim ??",Negative,Sadness,1
Kids and Baby Fashion,Jam Tangan Anak Pilot Perempuan Atau Laki Laki Anti Air - Putih,jamnya berfungsi normal. ukuran sesuai. keren banget modelnya.,Positive,Love,5
Body Care,MOKERU KERATIN HAIR COLOR SHAMPOO - DARK BROWN,belum dicoba semoga lebih bagus hasilnya drpd yg biasa shampoo noni mokeru. packing mantull dan respon seller cepat. goodlah????????,Positive,Love,5
Muslim Fashion,RB-C205 Tasbih Digital Mini Tally Counter Alat Hitung Tasbeh Digital - Biru Tua,"tidak berfungsi dengan baik,suka mati sendiri",Negative,Sadness,2
Mother and Baby,"merries S , M , L , XL - L32",ukurannya pas. cepat menyerap. tidak membuat lecet.,Positive,Happy,5
Movies and Music,Clip On Mic Bando untuk Youtuber mc dll,jelek banget mic nya. gak nyala. kabel cuman 50 cm. akhirnya cuma dipake bando nya doang dan mic pake lavalier yang ada,Negative,Anger,1
Movies and Music,Joyo JCP-01 Capo Gitar Akustik dan Elektrik - Cokelat Kayu,baru 3 hari udh ga ngegrip,Negative,Fear,1
Carpentry,Toolset ToolKit Dengan Box 16 Pcs HJ-C016,packing nya jelek. casing nya penyok�...kualitas jg kurang...bbrp tidak pas ditempat nya,Negative,Anger,2
Computers and Laptops,Logitech G304 Lightspeed Mouse Gaming Wireless Sensor 12K DPI - Hitam,"beli tgl 9. pesanan selesai tgl 12 dan....mouse rusak tgl 13 gak bisa komplain dari toped lagi. admin ditanyain gmna cara klaim garansi sangat tidak membantu, chat hari ini bales besok.da dibales gk di jawab2 lagi",Negative,Anger,1
Animal Care,Cupang Hias Halfmoon Male / Betta Fish Halfmoon - Random,"packing oke banget, ikannya juga mantebbb, langganan nih",Positive,Love,5
Carpentry,YJ-01 Nano Spray Gun Disinfectant Wireless 800 ml,spray tdk sesuai gambar..semprotannya spt mainan pistol anak2 aja,Negative,Fear,1
Books,(BARU) Buku Rich Dad Poor Dad . Robert T Kiyosaki Motivasi Best Seller,"barang tidak di kirim sampai sekarang, respon penjual payah dan mengecewakan, bikin kapok, kalau barang nggak ada tolong uang ku di kembalikan",Negative,Sadness,1
Muslim Fashion,Jilbab Pashmina Plisket Diamond Hijab Pasmina Lipit ORI Murah Kekinian - Army,"agak kecewa sih,jilbabnya ukuran kecil banget,gak bisa dipakai untuk dewasa..",Negative,Sadness,2
Office & Stationery,Kalkulator Citizen SDC 868L 12 Digit 2 Power,kalkulator nya mati satu tolong kak sebelum di kirim barang di tes dahulu,Negative,Fear,1
Men's Fashion,KK50 Kaos Kaki Original Serat Bambu Arang Bamboo Pendek Semata Kaki - black,ada beberapa yang jahitan tidak rapih,Negative,Sadness,3
Toys and Hobbies,Gasing StormyGyro Versi 2019 (Mirip Beyblade) - B44 Biru BB55,"baru juga dipesan langsung di proses,penjual ramah beyblade berputar kencang seperti dan juga harga lebih murah dari toko laen",Positive,Happy,5
Office & Stationery,Kertas HVS A4 | 75 Grm | PaperOne,benar benar disarankan untuk pembeli lain membeli tambahan packing.. tapi selebihnya kertasnya ok tidak cacat sama sekali.. harganya juga terjangkau.. best lah??,Positive,Love,5
Carpentry,Filter Air REMAX / Saringan Air / Filter Keran Air,produk original. efektif menyaring kotoran. produk berfungsi dengan baik. barang sesuai deskripsi.,Positive,Happy,5
Gaming,Stick PS3 ori mesin Sixaxis (non getar),sedih liat analog kirinya . akan lebih baik apabila di kirim kaya analog kanan,Negative,Sadness,3
Electronics,BASEUS LAMPU DINDING SENSOR OTOMATIS / MALAM / TIDUR LED KAMAR RUMAH - Aisle Light,"respon pengiriman sangat lambat.status sengaja dirubah ke pengiriman agar tidak ada batas waktu batal otomatis. tapi barang tidak dikirim-kirim. status berubah jadi pengiriman sampai resi keluar 3 hari, baru kurir berhasil pickup barang. payah....!!!",Negative,Anger,1
Animal Care,Repack Ori Cat Food Oricat 1kg 1 kg Mirip Jio Bolt Maxi Cat Tasty,kucingnya muntah muntah,Negative,Fear,1
Electronics,Senter Swat Mini Zoom / Senter Police LED- U3 5.0,"tidak recommend banget pelayanan ngk bagus dan tidak sesuai di foto, saya beli 2 tetapi lampu mati satu dan tidak lengkap",Negative,Fear,1
Food and Drink,Granola Chocolate Vanilla 400g - Granola Cokelat dan Vanilla,parah respon nya butuh 4 hr sejak order baru dikirim granola nya jg ancur semua,Negative,Anger,1
Computers and Laptops,Mouse Gaming/ Gaming Mouse Terlaris HP M160 - USB 1000DPI RGB 3 Button - Putih,"rgb mati dari awal datang , penjual gak respon, barang gak lulus qc sepertinya yg dijual. hati hati kalau beli ????",Negative,Fear,1
Computers and Laptops,"AONEZ Meja komputer lipat multifungsi, meja komputer portabel - B","gak bener nih, harusnya yang dateng tuh meja utuh, malah baut2 gak terpasang, dan baut2nya kecil banget... mau dilem ?? ngaco nih ****** !",Negative,Anger,1
Men's Fashion,"BAJU TIDUR COWOK DEWASA IMPORT PIYAMA PRIA REMAJA KATUN SET CELANA BIG - 1, XL",barang sampai dg cepat ttp dlm kondisi basah dan bau apek? kenapa bisa begitu ya padahal didalam plastik?????,Negative,Fear,3
Animal Care,Obat Kutu Hewan Anjing & Kucing Bahan Alami RACOON / Flea Remover,krn obatnyatdk mempan basmi kutu nya sdh 3 x pakai malahmakin banyak,Negative,Sadness,1
Electronics,Air Purifier Sanwoo 330,"trnyata tanggal merah tetap melayani pengiriman,dan benar lngsung dikirimkan by instant kurir...pelayanan dan respon nya juara...semoga awet dan fungsional",Positive,Happy,5
Food and Drink,FITBAR snack Sehat isi 5 x 22 gram Choco/ Nuts/ Fruits/ Tiramisu - Choco delight,"packing berantakan, sungguh mengecewakan",Negative,Sadness,1
Health,ONEMED - Masker Earloop 3 Ply Medis | Surgical Mask - Hitam,"mantab.. fast response, terima kasih ????",Positive,Happy,5
Food and Drink,Pronas Kornet Sapi Regular (kemasan kaleng EOE) 340 g,parah pake banget..kalengnya aja udh gimana bentuknya..peyot super parah..tolong packing lbh di perhatikan..!!! mengecewakan,Negative,Sadness,1
Toys and Hobbies,ACTION FIGURE KIMETSU NO YAIBA DEMON SLAYER TANJIRO NEZUKO KOCHO - Netzuko,cacat gitu jidatnya..mana jelas bgt lagi..hadeeuuhh,Negative,Anger,1
Women's Fashion,CD01 Celana Dalam CD Wanita Seemless 3D Japanese Style Honeycomb - grey,"sudah terima packingnya rapi, bahannya lembut, enak dipake, kurir yg selalu ramah, mkshpotongannya rapi.",Positive,Happy,5
Carpentry,4in1 Mineral Ion Shower Head|| Water Filter Ionizer for Healthy Life,"barangnya bagus sesuai deskripsi, banyak batu filter penuh, mudah dipasang ???? semoga awet. dan pengiriman cepet banget. seller recomended ????",Positive,Love,5
Kids and Baby Fashion,Tas Sekolah Anak SD Laki 3 in 1 Cowok - Fendi series - Hitam,barang tidak sesuai gambar,Negative,Fear,1
Household,ARAMI Mini Humidifier TV Design Colorful w/ Cute Doll Pelembab Ruangan - Hijau,"gak ngerti model kardusnya kyk apa, ada tanduknya tp kotaknya gak disesuaikan ???? kardusnya sampai bolong, tanduknya patah. pdhl bubble warpnya udh bnyk bngt. jd kardus kemasannya yg gak diperuntukan utk barangnya. better dikeluarkan packing kardus ulang biar aman.",Negative,Fear,3
Animal Care,Obat Kutu Hewan Anjing & Kucing Bahan Alami RACOON / Flea Remover,"stelah pemakaian rutin, kutu anjing makin banyak. spot yang di spray malah makin banyak, padahal awalnya kutunya sedikit doang, nyesal produk ini.",Negative,Fear,1
Party Supplies and Craft,Kukakey Strap Gantungan Kunci Mobil Motor Bracelet Cars Key Chain Rope - Short Black,udah beli banyak ada 1 yg rusak mau tukar ga bisa pake belibet aturan cape deh,Negative,Anger,1
Other Products,Busa Filter Ukuran MILD,busanya kotor,Negative,Sadness,2
Food and Drink,Pisang Cavendish Finger 1 kg,beli 3 kg minta dimix pisang yg msh hijau & kuning eh dikirim kuning semua... hadeeehh,Negative,Fear,3
Computers and Laptops,Logitech M191 Mouse Wireless Full Size - Mid Grey,"belom 1 bulan udah gak nyala, baterai udah diganti tetap saja gak nyala. kecewa, udah 2x di kerjain logitech",Negative,Sadness,1
Movies and Music,pad drum 10 inchi murah,pengiriman barang cepat dan sesuai spec barang,Positive,Happy,5
Women's Fashion,Daster Wanita Kekinian Adem - Warna Random,trimaksih daster sudah sampai. dapat grtisan dari toped jdi gak perlu komplain aneh2 nmnya grtisan yg datang emang gak sesuai sih sma gambar. bagus bahannya tebel trnyata gak nerawang. ringan dipakai. tidak menerawang. ukuran sesuai. warnanya bagus ??. bahan menyerap keringat. jahitannya rapi.,Positive,Happy,5
Toys and Hobbies,Kereta Thomas Mainan Thomas,bahannya jelek kualitasnya sangat jelek baru brp menit sudah rusak,Negative,Anger,1
Men's Fashion,Techdoo Kaos Kaki Ankle All Size 35-45 Kaoskaki Pendek KK01 - Putih,"recommended seller, produk sesuai dengan yang dijelaskan oleh seller. pengiriman dan respon seller super duper cepat",Positive,Love,5
Camera,Magic Clamp / Magic Arm 11 Inch includ Super C-Clamp,"sblmnya maaf boxnya gasempet difoto, tapi packingnya rapih bre ?? walau bukan pakai bubble wrap, tpi tebel dan aman dari guncangan dan benturan padahal isinya juga kokoh ?? harga udah murah, pelayanan juga terbaik dari sellernya, gila sih pokoknya juara sih ini ???? build nya kokoh besi, dan kontrolnya agak sulit btw krn hanya cukup control di sikunya, tapi kalau dh terbiasa sih enak aja.",Positive,Happy,5
Kids and Baby Fashion,"Legging Stripe Anak Perempuan 7 - 13 Th / Leging Strip / Lejing Polos - Hitam, polos","barang tidak sesuai dengan di foto, leggingnya jg ada yg sobek",Negative,Fear,3
Camera,silica gel natural 1kg 1000 sachets @1gram - 1 gr -+ 1002,"silica gel nya lembab, packing kurang rapat dan rapih. seharusnya di packing dengan rapat",Negative,Fear,3
Animal Care,FLASH SALE - Makanan Kucing Bolt Repack 1KG - IKAN,"chat ga di baca pdhl online, salah pengiriman tp ga ada tanggung jawab sama sekali. kaka mau ak doain bangkrut ga tokonya? lain kali jangan kek gitu lah ga berkah nanti rejekinya!",Negative,Anger,1
Office & Stationery,"Stempel Warna Flash I Otomatis Design Custom - kecil, 1 warna","respon cepet, ramah, solutif, kerjaan cepet banget, harga kompetitif kerenn recommended seller",Positive,Love,5
Automotive,Oxide penghitam dashboard dan penghitam plastik body mobil dan motor,saya baru pakai ini krn habiskan stock yg sebelumnya. yang skr kualitasnya buruk krn cair beda dengan yg sebelumnya tdk cair. pdhal di awal saya suka produk ini. disayankan saja kualitasnya turun krn dicampur cairan,Negative,Fear,1
Household,Laundry Bag Jaring Baju Kotor Kantong Mesin Cuci Bra Celana Dalam - 30 X 40 CM,pesanan tidak lengkap lebih dari 40 pcs tidak dikirim,Negative,Sadness,1
Body Care,Rudy Hady Suwarno Cosmetics Hair Growth Serum,"bagus, sesuai ekspektasi.",Positive,Happy,5
Precious Metal,Minigold Black Series Logam Mulia Koin Emas Mini 24 Karat 0.025 gram,brg sesuai pic.....kurir sll yg terbaik sudah langganan????,Positive,Love,5
Computers and Laptops,Rexus GX2 Gladius Pro Gaming Gamepad - Joystick / Stick - Hitam,l2 r2 trigger nya ampas macam ***,Negative,Anger,1
Muslim Fashion,Konektor Masker Hijab Kristal Premium Hijaberlin - Midnight,tks barang sudah sampai,Positive,Happy,4
Body Care,Lux Hand Sanitizer Jasmine 50ml,edny kurang sebulan pantes dijual 1rb,Negative,Anger,1
Office & Stationery,Joyko Whiteboard Marker Spidol Papan Putih - Black,"waaah seneng bgt beli peralatan tulis di joyko, lengkaaap, barangnya bagus semua, harga terjangkau, sellernya fast respon, anak2 happy, top deh pokoknya ???",Positive,Love,5
Toys and Hobbies,Kereta Thomas Mainan Thomas,kualitas main amat buruk.,Negative,Anger,1
Party Supplies and Craft,lilin angka gold / Lilin Ultah emas / Lilin Angka ulang tahun gold - tiga,barangnya ga ada,Negative,Fear,1
Sport,PREMIUM CELANA PENDEK LARI TRAINING GYM OLAHRAGA ZIPPER POCKET CASUAL - S21 BLACK M,debessss,Positive,Love,5
Mother and Baby,"CUIT Setelan Pendek Celana Pendek BLOCK COLOR - Merah, 16",bahan nyaman adem.. hepi harga worth it dpt diskon,Positive,Happy,5
Carpentry,Kepala Portable Gas Torch Flame Gun Las Blow Torch Pematik Gas.,"barli rutin tiap minguu 20pcs yg kiriman terakhir semua pada rusak, kendor pada bagian baut2 nya, cuma ada beberapa yg bisa digunakan ( bahaya bocor gas dari bawah bis menyambar karena pada bocor) di tanyakan pada penjual tapi sayangnya ga mau tau cuma jawab ga ada garansi! costumer lagi yg dirugikan krn penjual yg ga mau tanggung jawab dari barang yg dijualnya, cuma pengen cuan tapi ga mau tau keluhan costumer nya. padahal sudah saya percaya tiap pengambilan pasti ke toko ini tapi sayang nya ga ada pelayanan yg bisa memuaskan costumer nya",Negative,Anger,1
Party Supplies and Craft,Gantungan kait lengket transparan mudah dipasang kamar mandi dapur,"barang tidak sesuai gambar, kualitas seperti harganya, murahan. kapok belanja disini lagi.",Negative,Fear,1
Carpentry,Over Steker Saklar On Off Stop Kontak Switch type318,barang rusak kok dikirim,Negative,Anger,1
Mother and Baby,PAKET INTIME Baby Bath Tub / Bak Mandi Bayi + POMPA - Biru Muda,"pesen bak mandi dikirim strap, ngaco ditanyain bolak balik malah kaga ada solusi, akhirnya saya beli strapnha lagi baru dikirim bak, lain kali kalo salah ya akuin salah.",Negative,Anger,1
Body Care,Folti baffi cream wajah penumbuh jenggot jambang kumis pria sdh BPOM,sudah pake rutin 1 bulan g ada hasil. payah,Negative,Anger,1
Books,PO - Menu MPASI 912,bukunya kena rembesan minyak. bungkus bublewrapnya parah banget kena minyaknya sampai isolasinya pada copot. sebenernya lumayan kecewa sihh..cuma karna memang kena waktu di ekspedisi jd bukan kesalahan seller. next semoga bungkus bukunya bisa lebih secure lg ??,Negative,Sadness,3
Camera,KNF Concept 4-In-1 Camera Lens Cleaning Pen Camera Lens Cleaning Kit,"pengantaran tepat waktu, packaging rapih, barang juga dalam kondisi bagus.",Positive,Happy,5
Movies and Music,"Pianika Alat Musik Tiup / Pianika Melodika Softcase - tas kain biasa, Biru","seller kurang komunikatif, saya pesan warna biru, tapi dikirim warna pink. dan tanpa pemberitahuan sebelumnya. karena saya beli untuk kado, jadi tidak utk digunakan sendiri. mohon kedepannya diperbaiki.",Negative,Fear,2
Movies and Music,Phantom Power Microphone 1 Channel 48V Supply for Condenser Microphone - Tanpa Kabel,barangnya ga dikirim sampai hari ini,Negative,Fear,1
